genre,movie_id,movie_title,year,tmdb_id,director,actor1,actor2
Crime Drama Romance,544,Things to Do in Denver when You're Dead ,1996,400,Gary Fleder,Andy García,Christopher Lloyd
Comedy Romance,545,Vampire in Brooklyn ,1995,12158,Wes Craven,Eddie Murphy,Angela Bassett
Action Thriller,546,Broken Arrow ,1996,9208,John Woo,John Travolta,Christian Slater
Crime,547,"Young Poisoner's Handbook, The ",1996,16934,Benjamin Ross,Hugh O'Conor,Antony Sher
Children's Fantasy,548,"NeverEnding Story III, The ",1996,27793,Peter MacDonald,Jason James Richter,Melody Kay
Drama Romance War,549,Rob Roy ,1995,11780,Michael Caton-Jones,Liam Neeson,Jessica Lange
Action Thriller,550,Die Hard: With a Vengeance ,1995,1572,John McTiernan,Bruce Willis,Jeremy Irons
Horror,551,Lord of Illusions ,1995,8973,Clive Barker,Scott Bakula,Kevin J. O'Connor
Sci-Fi,552,Species ,1995,9348,Roger Donaldson,Natasha Henstridge,Ben Kingsley
Drama Romance,553,"Walk in the Clouds, A ",1995,9560,Alfonso Aráu,Keanu Reeves,Aitana Sánchez-Gijón
Action Adventure,554,Waterworld ,1995,9804,Kevin Reynolds,Kevin Costner,Dennis Hopper
Drama,555,White Man's Burden ,1995,31611,Desmond Nakano,John Travolta,Harry Belafonte
Western,556,Wild Bill ,1995,65796,Walter Hill,Jeff Bridges,Ellen Barkin
Drama Musical,557,Farinelli: il castrato ,1994,10954,Gérard Corbiau,Stefano Dionisi,Enrico Lo Verso
Drama Fantasy Thriller,558,Heavenly Creatures ,1994,1024,Peter Jackson,Melanie Lynskey,Kate Winslet
Drama Horror,559,Interview with the Vampire ,1994,628,Neil Jordan,Brad Pitt,Tom Cruise
Adventure Children's Comedy Fantasy Romance Sci-Fi,560,"Kid in King Arthur's Court, A ",1995,37108,Michael Gottlieb,Thomas Ian Nicholas,Joss Ackland
Drama Horror,561,Mary Shelley's Frankenstein ,1994,3036,Kenneth Branagh,Robert De Niro,Kenneth Branagh
Action Adventure Western,562,"Quick and the Dead, The ",1995,12106,Sam Raimi,Sharon Stone,Gene Hackman
Horror,563,Stephen King's The Langoliers ,1995,-1,,,
Comedy Horror,564,Tales from the Hood ,1995,25066,Rusty Cundieff,Clarence Williams III,Corbin Bernsen
Horror Thriller,565,Village of the Damned ,1995,12122,John Carpenter,Christopher Reeve,Kirstie Alley
Action Adventure Thriller,566,Clear and Present Danger ,1994,9331,Phillip Noyce,Harrison Ford,Willem Dafoe
Horror,567,Wes Craven's New Nightmare ,1994,11596,Wes Craven,Heather Langenkamp,Robert Englund
Action Romance Thriller,568,Speed ,1994,1637,Jan de Bont,Keanu Reeves,Dennis Hopper
Drama Horror,569,Wolf ,1994,10395,Mike Nichols,Jack Nicholson,Christopher Plummer
Western,570,Wyatt Earp ,1994,12160,Lawrence Kasdan,Kevin Costner,Dennis Quaid
Comedy Thriller,571,Another Stakeout ,1993,9409,John Badham,Richard Dreyfuss,Emilio Estevez
Action Thriller,572,Blown Away ,1994,178,Stephen Hopkins,Jeff Bridges,Tommy Lee Jones
Horror Sci-Fi Thriller,573,Body Snatchers ,1993,4722,Abel Ferrara,Gabrielle Anwar,Terry Kinney
Mystery Romance Thriller,574,Boxing Helena ,1993,18215,Jennifer Chambers Lynch,Julian Sands,Sherilyn Fenn
Comedy Western,575,City Slickers II: The Legend of Curly's Gold ,1994,11310,Paul Weiland,Billy Crystal,Daniel Stern
Action Adventure Crime,576,Cliffhanger ,1993,9350,Renny Harlin,Sylvester Stallone,John Lithgow
Comedy Sci-Fi,577,Coneheads ,1993,9612,Steve Barron,Robert Knott,Dan Aykroyd
Action Sci-Fi,578,Demolition Man ,1993,9739,Marco Brambilla,Sylvester Stallone,Wesley Snipes
Comedy,579,Fatal Instinct ,1993,26141,Carl Reiner,Armand Assante,Sherilyn Fenn
Comedy Romance,580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The ",1995,10612,Christopher Monger,Hugh Grant,Tara Fitzgerald
Drama Thriller,581,Kalifornia ,1993,10909,Dominic Sena,Brad Pitt,David Duchovny
Drama Romance,582,"Piano, The ",1993,713,Jane Campion,Holly Hunter,Harvey Keitel
Crime Thriller,583,Romeo Is Bleeding ,1993,2088,Peter Medak,Gary Oldman,Lena Olin
Children's Drama,584,"Secret Garden, The ",1993,11236,Agnieszka Holland,Kate Maberly,Heydon Prowse
Comedy,585,Son in Law ,1993,13203,Steve Rash,Pauly Shore,Carla Gugino
Action,586,Terminal Velocity ,1994,9057,Deran Sarafian,Charlie Sheen,Nastassja Kinski
Drama Mystery,587,"Hour of the Pig, The ",1993,70912,Leslie Megahey,Colin Firth,Ian Holm
Animation Children's Musical,588,Beauty and the Beast ,1991,10020,Gary Trousdale,Paige O'Hara,Robby Benson
Western,589,"Wild Bunch, The ",1969,576,Sam Peckinpah,William Holden,Ernest Borgnine
Action Horror Sci-Fi,590,Hellraiser: Bloodline ,1996,8766,Kevin Yagher,Bruce Ramsay,Valentina Vargas
Drama Thriller,591,Primal Fear ,1996,1592,Gregory Hoblit,Richard Gere,Edward Norton
Mystery Thriller,592,True Crime ,1995,37144,Pat Verducci,Alicia Silverstone,Kevin Dillon
War,593,Stalingrad ,1993,11101,Joseph Vilsmaier,Dominique Horwitz,Thomas Kretschmann
Drama Romance,594,Heavy ,1996,11827,Gerald Potterton,Rodger Bumpass,Jackie Burroughs
Thriller,595,"Fan, The ",1996,9566,Tony Scott,Robert De Niro,Wesley Snipes
Animation Children's Musical,596,"Hunchback of Notre Dame, The ",1996,10545,Gary Trousdale,Tom Hulce,Demi Moore
Action Thriller,597,Eraser ,1996,9268,Chuck Russell,Arnold Schwarzenegger,James Caan
Comedy Drama,598,"Big Squeeze, The ",1996,144982,Marcus DeLeon,Lara Flynn Boyle,Danny Nucci
Action,599,Police Story 4: Project S (Chao ji ji hua) ,1996,-1,,,
Children's,600,Daniel Defoe's Robinson Crusoe ,1996,-1,,,
Adventure War,601,For Whom the Bell Tolls ,1943,27854,Sam Wood,Gary Cooper,Ingrid Bergman
Musical Romance,602,"American in Paris, An ",1951,2769,Vincente Minnelli,Gene Kelly,Leslie Caron
Mystery Thriller,603,Rear Window ,1954,567,Alfred Hitchcock,James Stewart,Grace Kelly
Comedy,604,It Happened One Night ,1934,3078,Frank Capra,Clark Gable,Claudette Colbert
Musical,605,Meet Me in St. Louis ,1944,909,Vincente Minnelli,Judy Garland,Margaret O'Brien
Drama,606,All About Eve ,1950,705,Joseph L. Mankiewicz,Bette Davis,Anne Baxter
Romance Thriller,607,Rebecca ,1940,223,Alfred Hitchcock,Laurence Olivier,Joan Fontaine
Mystery Romance Thriller,608,Spellbound ,1945,4174,Alfred Hitchcock,Ingrid Bergman,Gregory Peck
Comedy,609,Father of the Bride ,1950,20758,Vincente Minnelli,Spencer Tracy,Joan Bennett
Musical,610,Gigi ,1958,17281,Vincente Minnelli,Leslie Caron,Maurice Chevalier
Crime Film-Noir Mystery,611,Laura ,1944,1939,Otto Preminger,Gene Tierney,Dana Andrews
Drama,612,Lost Horizon ,1937,3598,Frank Capra,Ronald Colman,Jane Wyatt
Comedy,613,My Man Godfrey ,1936,13562,Gregory La Cava,William Powell,Carole Lombard
Drama,614,Giant ,1956,1712,George Stevens,Elizabeth Taylor,Rock Hudson
Thriller,615,"39 Steps, The ",1935,260,Alfred Hitchcock,Robert Donat,Madeleine Carroll
Horror Sci-Fi,616,Night of the Living Dead ,1968,10331,George A. Romero,Duane Jones,Judith O'Dea
Drama,617,"Blue Angel, The (Blaue Engel, Der) ",1930,228,Josef von Sternberg,Emil Jannings,Marlene Dietrich
Drama,618,Picnic ,1955,39940,Joshua Logan,William Holden,Kim Novak
Drama Thriller,619,Extreme Measures ,1996,11306,Michael Apted,Hugh Grant,Gene Hackman
Drama,620,"Chamber, The ",1996,6346,James Foley,Chris O'Donnell,Gene Hackman
Western,621,"Davy Crockett, King of the Wild Frontier ",1955,35115,Norman Foster,Fess Parker,Hans Conried
Adventure Children's,622,Swiss Family Robinson ,1960,18444,Ken Annakin,John Mills,Dorothy McGuire
Children's Comedy,623,Angels in the Outfield ,1994,24795,William Dear,Danny Glover,Brenda Fricker
Animation Children's Musical,624,"Three Caballeros, The ",1945,15947,Clyde Geronimi,Sterling Holloway,Clarence Nash
Animation Children's,625,"Sword in the Stone, The ",1963,9078,Wolfgang Reitherman,Sebastian Cabot,Karl Swenson
Children's Drama,626,So Dear to My Heart ,1949,29682,Harold D. Schuster,Bobby Driscoll,Luana Patten
Drama,627,Robin Hood: Prince of Thieves ,1991,8367,Kevin Reynolds,Kevin Costner,Morgan Freeman
Crime Drama,628,Sleepers ,1996,819,Barry Levinson,Robert De Niro,Brad Pitt
Comedy Musical,629,Victor/Victoria ,1982,12614,Blake Edwards,Julie Andrews,James Garner
Comedy Musical,630,"Great Race, The ",1965,11575,Blake Edwards,Jack Lemmon,Tony Curtis
Action Drama Romance War,631,"Crying Game, The ",1992,11386,Neil Jordan,Stephen Rea,Jaye Davidson
Drama,632,Sophie's Choice ,1982,15764,Alan J. Pakula,Meryl Streep,Kevin Kline
Drama,633,"Christmas Carol, A ",1938,25842,Edwin L. Marin,Reginald Owen,Gene Lockhart
Documentary,634,Microcosmos: Le peuple de l'herbe ,1996,9305,Claude Nuridsany,Jacques Perrin,Kristin Scott Thomas
Horror,635,"Fog, The ",1980,790,John Carpenter,Adrienne Barbeau,Jamie Lee Curtis
Action Adventure Sci-Fi Thriller,636,Escape from New York ,1981,1103,John Carpenter,Kurt Russell,Lee Van Cleef
Comedy Horror,637,"Howling, The ",1981,11298,Joe Dante,Dee Wallace,Patrick Macnee
Drama,638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) ",1982,4483,Daniel Vigne,Gérard Depardieu,Maurice Barrier
Drama,639,"Tin Drum, The (Blechtrommel, Die) ",1979,659,Volker Schlöndorff,Mario Adorf,Angela Winkler
Drama,640,"Cook the Thief His Wife & Her Lover, The ",1989,7452,Peter Greenaway,Richard Bohringer,Michael Gambon
Drama War,641,Paths of Glory ,1957,975,Stanley Kubrick,Kirk Douglas,Ralph Meeker
Crime Drama Film-Noir,642,"Grifters, The ",1990,18129,Stephen Frears,Anjelica Huston,John Cusack
Drama Romance,643,The Innocent ,1994,402838,Mimi Leder,Kelsey Grammer,Polly Draper
Documentary,644,"Thin Blue Line, The ",1988,14285,Errol Morris,Randall Adams,David Harris
Documentary,645,Paris Is Burning ,1990,31225,Jennie Livingston,Dorian Corey,Pepper LaBeija
Western,646,Once Upon a Time in the West ,1969,335,Sergio Leone,Claudia Cardinale,Henry Fonda
Drama War,647,Ran ,1985,11645,Akira Kurosawa,Tatsuya Nakadai,Akira Terao
Comedy Romance,648,"Quiet Man, The ",1952,3109,John Ford,John Wayne,Maureen O'Hara
Crime Drama Thriller,649,Once Upon a Time in America ,1984,311,Sergio Leone,Robert De Niro,James Woods
Drama,650,"Seventh Seal, The (Sjunde inseglet, Det) ",1957,490,Ingmar Bergman,Max von Sydow,Gunnar Björnstrand
Action Drama War,651,Glory ,1989,9665,Edward Zwick,Matthew Broderick,Denzel Washington
Comedy Drama,652,Rosencrantz and Guildenstern Are Dead ,1990,18971,Tom Stoppard,Gary Oldman,Tim Roth
Crime Film-Noir Thriller,653,Touch of Evil ,1958,1480,Orson Welles,Charlton Heston,Janet Leigh
Film-Noir Mystery Thriller,654,Chinatown ,1974,829,Roman Polański,Jack Nicholson,Faye Dunaway
Adventure Comedy Drama,655,Stand by Me ,1986,235,Rob Reiner,Wil Wheaton,River Phoenix
Crime Film-Noir Thriller,656,M ,1931,832,Fritz Lang,Peter Lorre,Ellen Widmann
Film-Noir Thriller,657,"Manchurian Candidate, The ",1962,982,John Frankenheimer,Frank Sinatra,Laurence Harvey
Drama,658,Pump Up the Volume ,1990,8428,Allan Moyle,Christian Slater,Samantha Mathis
Comedy Mystery Thriller,659,Arsenic and Old Lace ,1944,212,Frank Capra,Cary Grant,Priscilla Lane
Drama,660,Fried Green Tomatoes ,1991,1633,Jon Avnet,Kathy Bates,Mary-Louise Parker
Western,661,High Noon ,1952,288,Fred Zinnemann,Gary Cooper,Grace Kelly
Drama Romance,662,Somewhere in Time ,1980,16633,Jeannot Szwarc,Christopher Reeve,Jane Seymour
Comedy,663,Being There ,1979,10322,Hal Ashby,Peter Sellers,Shirley MacLaine
Drama,664,"Paris, Texas ",1984,655,Wim Wenders,Harry Dean Stanton,Nastassja Kinski
Action Horror Sci-Fi Thriller,665,Alien 3 ,1992,8077,David Fincher,Sigourney Weaver,Charles S. Dutton
Horror,666,Blood For Dracula (Andy Warhol's Dracula) ,1974,25944,Paul Morrissey,Udo Kier,Joe Dallesandro
Horror,667,Audrey Rose ,1977,49126,Robert Wise,Anthony Hopkins,Marsha Mason
Action Horror,668,Blood Beach ,1981,37843,Jeffrey Bloom,David Huffman,Marianna Hill
Horror,669,Body Parts ,1991,32146,Eric Red,Jeff Fahey,Lindsay Duncan
Horror Sci-Fi Thriller,670,Body Snatchers ,1993,4722,Abel Ferrara,Gabrielle Anwar,Terry Kinney
Horror,671,Bride of Frankenstein ,1935,229,James Whale,Boris Karloff,Elsa Lanchester
Horror,672,Candyman ,1992,9529,Bernard Rose,Virginia Madsen,Tony Todd
Film-Noir Thriller,673,Cape Fear ,1962,11349,J. Lee Thompson,Gregory Peck,Robert Mitchum
Horror,674,Cat People ,1982,6217,Paul Schrader,Nastassja Kinski,Malcolm McDowell
Horror,675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) ",1922,653,F.W. Murnau,Maximilian Schreck,Gustav von Wangenheim
Drama,676,"Crucible, The ",1996,20539,Nicholas Hytner,Daniel Day-Lewis,Winona Ryder
Documentary,677,Fire on the Mountain ,1997,65388,Graeme Campbell,Dan Cortese,Cynthia Gibb
Drama Thriller,678,Volcano ,1997,10357,Mick Jackson,Tommy Lee Jones,Anne Heche
Action Adventure,679,Conan the Barbarian ,1981,9387,John Milius,Arnold Schwarzenegger,James Earl Jones
Action Adventure,680,Kull the Conqueror ,1997,17832,John Nicolella,Kevin Sorbo,Tia Carrere
Horror,681,Wishmaster ,1997,10351,Robert Kurtzman,Andrew Divoff,Tammy Lauren
Horror Mystery Thriller,682,I Know What You Did Last Summer ,1997,3597,Jim Gillespie,Jennifer Love Hewitt,Sarah Michelle Gellar
Comedy,683,Rocket Man ,1997,36797,Stuart Gillard,Harland Williams,Jessica Lundy
Action Thriller,684,In the Line of Fire ,1993,9386,Wolfgang Petersen,Clint Eastwood,Rene Russo
Action Thriller,685,Executive Decision ,1996,2320,Stuart Baird,Kurt Russell,Steven Seagal
Action Drama,686,"Perfect World, A ",1993,9559,Clint Eastwood,Kevin Costner,Clint Eastwood
Comedy War,687,McHale's Navy ,1997,14908,Bryan Spicer,Tom Arnold,Dean Stockwell
Comedy,688,Leave It to Beaver ,1997,37244,Andy Cadiff,Christopher McDonald,Janine Turner
Action Thriller,689,"Jackal, The ",1997,4824,Michael Caton-Jones,Bruce Willis,Richard Gere
Drama War,690,Seven Years in Tibet ,1997,978,Jean-Jacques Annaud,Brad Pitt,Jamyang Jamtsho Wangchuk
Film-Noir Sci-Fi Thriller,691,Dark City ,1998,2666,Alex Proyas,Rufus Sewell,William Hurt
Comedy Drama Romance,692,"American President, The ",1995,9087,Rob Reiner,Michael Douglas,Annette Bening
Drama,693,Casino ,1995,524,Martin Scorsese,Robert De Niro,Sharon Stone
Romance,694,Persuasion ,1995,17015,Roger Michell,Amanda Root,Ciarán Hinds
Comedy Drama,695,Kicking and Screaming ,1995,28387,Noah Baumbach,Josh Hamilton,Olivia d'Abo
Drama Thriller,696,City Hall ,1996,11062,Harold Becker,Al Pacino,John Cusack
Drama,697,"Basketball Diaries, The ",1995,10474,Scott Kalvert,Leonardo DiCaprio,Lorraine Bracco
Drama,698,"Browning Version, The ",1994,49805,Mike Figgis,Albert Finney,Greta Scacchi
Drama,699,Little Women ,1994,9587,Gillian Armstrong,Winona Ryder,Trini Alvarado
Comedy,700,Miami Rhapsody ,1995,17402,David Frankel,Sarah Jessica Parker,Antonio Banderas
Documentary,701,"Wonderful, Horrible Life of Leni Riefenstahl, The ",1993,41647,Ray Müller,Leni Riefenstahl,Marlene Dietrich
Comedy Romance,702,Barcelona ,1994,16771,Whit Stillman,Taylor Nichols,Chris Eigeman
Drama,703,Widows' Peak ,1994,25440,John Irvin,Mia Farrow,Jim Broadbent
Drama Romance,704,"House of the Spirits, The ",1993,2259,Bille August,Meryl Streep,Glenn Close
Musical Romance,705,Singin' in the Rain ,1952,872,Stanley Donen,Gene Kelly,Donald O'Connor
Horror,706,Bad Moon ,1996,49763,Eric Red,Mariel Hemingway,Michael Paré
Drama,707,Enchanted April ,1991,26561,Mike Newell,Josie Lawrence,Miranda Richardson
Drama,708,"Sex, Lies, and Videotape ",1989,1412,Steven Soderbergh,Andie MacDowell,Peter Gallagher
Comedy Romance,709,Strictly Ballroom ,1992,10409,Baz Luhrmann,Paul Mercurio,Tara Morice
Comedy,710,Better Off Dead... ,1985,13667,Savage Steve Holland,John Cusack,David Ogden Stiers
Drama,711,"Substance of Fire, The ",1996,168535,Daniel J. Sullivan,Tony Goldwyn,Timothy Hutton
Comedy Drama,712,Tin Men ,1987,10896,Barry Levinson,Richard Dreyfuss,Danny DeVito
Drama,713,Othello ,1995,16420,Oliver Parker,Laurence Fishburne,Irène Jacob
Drama Romance,714,Carrington ,1995,47018,Christopher Hampton,Emma Thompson,Jonathan Pryce
Comedy Drama,715,To Die For ,1995,577,Gus Van Sant,Nicole Kidman,Kurtwood Smith
Drama Romance,716,Home for the Holidays ,1995,9089,Jodie Foster,Holly Hunter,Robert Downey Jr.
Drama Thriller,717,"Juror, The ",1996,9623,Brian Gibson,Demi Moore,Alec Baldwin
Comedy,718,In the Bleak Midwinter ,1996,40154,Kenneth Branagh,Richard Briers,Joan Collins
Comedy War,719,Canadian Bacon ,1994,1775,Michael Moore,John Candy,Alan Alda
Action Adventure Drama Romance,720,First Knight ,1995,6520,Jerry Zucker,Sean Connery,Richard Gere
Comedy,721,Mallrats ,1995,2293,Kevin Smith,Jason Lee,Jeremy London
Comedy,722,Nine Months ,1995,11472,Chris Columbus,Hugh Grant,Julianne Moore
Comedy Drama,723,Boys on the Side ,1995,9382,Herbert Ross,Whoopi Goldberg,Mary-Louise Parker
Drama Romance,724,Circle of Friends ,1995,22625,Pat O'Connor,Chris O'Donnell,Minnie Driver
Comedy,725,Exit to Eden ,1994,18395,Garry Marshall,Dana Delany,Paul Mercurio
Children's Drama,726,Fluke ,1995,21183,Carlo Carlei,Samuel L. Jackson,Matthew Modine
Drama Romance,727,Immortal Beloved ,1994,13701,Bernard Rose,Gary Oldman,Jeroen Krabbé
Comedy Sci-Fi,728,Junior ,1994,6280,Ivan Reitman,Arnold Schwarzenegger,Danny DeVito
Drama,729,Nell ,1994,1945,Michael Apted,Jodie Foster,Liam Neeson
Drama Romance,730,"Queen Margot (Reine Margot, La) ",1996,10452,Patrice Chéreau,Isabelle Adjani,Daniel Auteuil
Comedy Drama Romance,731,"Corrina, Corrina ",1994,10464,Jessie Nelson,Whoopi Goldberg,Ray Liotta
Comedy Romance,732,Dave ,1993,11566,Ivan Reitman,Kevin Kline,Sigourney Weaver
Drama Romance,733,Go Fish ,1994,18620,Rose Troche,Guinevere Turner,V.S. Brodie
Comedy,734,Made in America ,1993,12121,Richard Benjamin,Whoopi Goldberg,Ted Danson
Drama,735,Philadelphia ,1993,9800,Jonathan Demme,Tom Hanks,Denzel Washington
Drama Romance,736,Shadowlands ,1993,10445,Richard Attenborough,Anthony Hopkins,Debra Winger
Comedy Drama,737,Sirens ,1994,12519,John Duigan,Hugh Grant,Tara Fitzgerald
Comedy Romance,738,Threesome ,1994,10635,Andrew Fleming,Josh Charles,Stephen Baldwin
Comedy Romance,739,Pretty Woman ,1990,114,Garry Marshall,Julia Roberts,Richard Gere
Drama Romance,740,Jane Eyre ,1996,47333,Franco Zeffirelli,Anna Paquin,Charlotte Gainsbourg
Drama Thriller,741,"Last Supper, The ",1996,12520,Stacy Title,Cameron Diaz,Ron Eldard
Drama Thriller,742,Ransom ,1996,3595,Ron Howard,Mel Gibson,Gary Sinise
Action Thriller,743,"Crow: City of Angels, The ",1996,10546,Tim Pope,Vincent Pérez,Mia Kirshner
Drama War,744,Michael Collins ,1996,1770,Neil Jordan,Liam Neeson,Aidan Quinn
Comedy,745,"Ruling Class, The ",1972,30892,Peter Medak,Peter O'Toole,Alastair Sim
Comedy,746,Real Genius ,1985,14370,Martha Coolidge,Val Kilmer,Gabriel Jarret
Comedy Romance,747,Benny & Joon ,1993,4104,Jeremiah S. Chechik,Johnny Depp,Mary Stuart Masterson
Action Romance Thriller,748,"Saint, The ",1997,10003,Phillip Noyce,Val Kilmer,Elisabeth Shue
Comedy Romance,749,"MatchMaker, The ",1997,20457,Mark Joffe,Janeane Garofalo,David O'Hara
Drama,750,Amistad ,1997,11831,Steven Spielberg,Morgan Freeman,Nigel Hawthorne
Action Romance Thriller,751,Tomorrow Never Dies ,1997,714,Roger Spottiswoode,Pierce Brosnan,Jonathan Pryce
Action Thriller,752,"Replacement Killers, The ",1998,11702,Antoine Fuqua,Chow Yun-Fat,Mira Sorvino
Drama,753,Burnt By the Sun ,1994,50797,Nikita Mikhalkov,Nikita Mikhalkov,Oleg Menshikov
Crime Thriller,754,Red Corner ,1997,9407,Jon Avnet,Richard Gere,Bai Ling
Action Adventure Children's Fantasy Sci-Fi,755,Jumanji ,1995,8844,Joe Johnston,Robin Williams,Jonathan Hyde
Comedy,756,Father of the Bride Part II ,1995,11862,Charles Shyer,Steve Martin,Diane Keaton
Documentary,757,Across the Sea of Time ,1995,139405,Stephen Low,Peter Reznick,John McDonough
Sci-Fi Thriller,758,Lawnmower Man 2: Beyond Cyberspace ,1996,11525,Farhad Mann,Patrick Bergin,Matt Frewer
Action,759,Fair Game ,1995,11859,Andrew Sipes,William Baldwin,Cindy Crawford
Sci-Fi,760,Screamers ,1995,9102,Christian Duguay,Peter Weller,Roy Dupuis
Action Thriller,761,Nick of Time ,1995,2086,John Badham,Johnny Depp,Courtney Chase
Drama,762,Beautiful Girls ,1996,9283,Ted Demme,Timothy Hutton,Matt Dillon
Comedy,763,Happy Gilmore ,1996,9614,Dennis Dugan,Adam Sandler,Christopher McDonald
Comedy Romance,764,If Lucy Fell ,1996,10324,Eric Schaeffer,Sarah Jessica Parker,Elle Macpherson
Comedy Romance,765,Boomerang ,1992,11066,Reginald Hudlin,Eddie Murphy,Robin Givens
Documentary,766,Man of the Year ,1996,5757,Dirk Shafer,Dirk Shafer,Mary Stein
Horror,767,"Addiction, The ",1995,34996,Abel Ferrara,Lili Taylor,Christopher Walken
Adventure Children's,768,Casper ,1995,8839,Brad Silberling,Christina Ricci,Bill Pullman
Action Adventure Mystery Sci-Fi,769,Congo ,1995,10329,Frank Marshall,Laura Linney,Dylan Walsh
Crime Film-Noir Mystery Thriller,770,Devil in a Blue Dress ,1995,8512,Carl Franklin,Denzel Washington,Tom Sizemore
Action Sci-Fi Thriller,771,Johnny Mnemonic ,1995,9886,Robert Longo,Keanu Reeves,Dina Meyer
Drama,772,Kids ,1995,9344,Larry Clark,Leo Fitzpatrick,Rosario Dawson
Thriller,773,Mute Witness ,1994,48787,Anthony Waller,Marina Zudina,Fay Ripley
Horror,774,"Prophecy, The ",1995,11980,Gregory Widen,Christopher Walken,Elias Koteas
Comedy Drama Romance,775,Something to Talk About ,1995,18402,Lasse Hallström,Julia Roberts,Dennis Quaid
Drama,776,Three Wishes ,1995,47939,Martha Coolidge,Patrick Swayze,Mary Elizabeth Mastrantonio
Horror,777,Castle Freak ,1995,18256,Stuart Gordon,Jeffrey Combs,Barbara Crampton
Comedy Drama Romance,778,Don Juan DeMarco ,1995,1909,Jeremy Leven,Johnny Depp,Marlon Brando
Action,779,Drop Zone ,1994,4954,John Badham,Wesley Snipes,Gary Busey
Comedy,780,Dumb & Dumber ,1994,8467,Peter Farrelly,Jim Carrey,Jeff Daniels
Comedy Romance,781,French Kiss ,1995,397,Lawrence Kasdan,Meg Ryan,Kevin Kline
Drama,782,Little Odessa ,1994,47504,James Gray,Edward Furlong,Tim Roth
Comedy Romance,783,Milk Money ,1994,8986,Richard Benjamin,Melanie Griffith,Ed Harris
Drama Horror,784,Beyond Bedlam ,1993,56428,Vadim Jean,Elizabeth Hurley,Craig Fairbrass
Comedy Romance,785,Only You ,1994,9058,Norman Jewison,Marisa Tomei,Robert Downey Jr.
Comedy Romance,786,"Perez Family, The ",1995,63020,Mira Nair,Marisa Tomei,Alfred Molina
Comedy Drama,787,Roommates ,1995,161495,Peter Yates,Peter Falk,D. B. Sweeney
Horror Thriller,788,Relative Fear ,1994,92769,George Mihalka,Darlanne Fluegel,James Brolin
Comedy Drama,789,Swimming with Sharks ,1995,20306,George Huang,Kevin Spacey,Frank Whaley
Comedy,790,Tommy Boy ,1995,11381,Peter Segal,Chris Farley,David Spade
Children's,791,"Baby-Sitters Club, The ",1995,48287,Melanie Mayron,Schuyler Fisk,Bre Blair
Comedy,792,Bullets Over Broadway ,1994,11382,Woody Allen,John Cusack,Dianne Wiest
Comedy,793,Crooklyn ,1994,34152,Spike Lee,Alfre Woodard,Delroy Lindo
Drama Romance,794,It Could Happen to You ,1994,10660,Andrew Bergman,Nicolas Cage,Bridget Fonda
Children's Comedy,795,Richie Rich ,1994,11011,Donald Petrie,Macaulay Culkin,John Larroquette
Comedy Romance,796,Speechless ,1994,15128,Ron Underwood,Michael Keaton,Geena Davis
Action Sci-Fi,797,Timecop ,1994,8831,Peter Hyams,Jean-Claude Van Damme,Mia Sara
Action,798,Bad Company ,1995,40480,Damian Harris,Laurence Fishburne,Ellen Barkin
Drama,799,Boys Life ,1995,38700,Adil El Arbi,Will Smith,Martin Lawrence
Horror Thriller,800,In the Mouth of Madness ,1995,2654,John Carpenter,Sam Neill,Julie Carmen
Comedy,801,"Air Up There, The ",1994,46094,Paul Michael Glaser,Kevin Bacon,Charles Gitonga Maina
Action Adventure Crime Thriller,802,Hard Target ,1993,2019,John Woo,Jean-Claude Van Damme,Arnold Vosloo
Action Drama War,803,Heaven & Earth ,1993,31642,Oliver Stone,Tommy Lee Jones,Robert John Burke
Comedy,804,Jimmy Hollywood ,1994,31643,Barry Levinson,Joe Pesci,Christian Slater
Comedy Mystery,805,Manhattan Murder Mystery ,1993,10440,Woody Allen,Woody Allen,Diane Keaton
Action Crime Drama,806,Menace II Society ,1993,9516,Albert Hughes,Tyrin Turner,Larenz Tate
Drama,807,Poetic Justice ,1993,8291,John Singleton,Janet Jackson,Tupac Amaru Shakur
Action Drama,808,"Program, The ",1993,18133,David S. Ward,James Caan,Halle Berry
Action Drama Mystery,809,Rising Sun ,1993,7007,Philip Kaufman,Sean Connery,Wesley Snipes
Action,810,"Shadow, The ",1994,8850,Russell Mulcahy,Alec Baldwin,John Lone
Documentary,811,Thirty-Two Short Films About Glenn Gould ,1993,20967,François Girard,Colm Feore,Derek Keurvorst
Adventure Children's,812,Andre ,1994,21352,George T. Miller,Tina Majorino,Keith Carradine
Documentary,813,"Celluloid Closet, The ",1996,32562,Rob Epstein,Lily Tomlin,Tony Curtis
Documentary,814,"Great Day in Harlem, A ",1994,124472,Jean Bach,,
Drama Romance,815,One Fine Day ,1996,7300,Michael Hoffman,Michelle Pfeiffer,George Clooney
Horror,816,Candyman: Farewell to the Flesh ,1995,10824,Bill Condon,Tony Todd,Kelly Rowan
Drama,817,Frisk ,1996,40926,Todd Verow,Michael Gunther,Craig Chester
Comedy,818,Girl 6 ,1996,61752,Spike Lee,Theresa Randle,Isaiah Washington
Comedy,819,Eddie ,1996,11107,Steve Rash,Whoopi Goldberg,Frank Langella
