movie_title,year,movie+title,tmdb_id
Grumpier Old Men ,1995.0,Grumpier+Old+Men,
Jury Duty ,1995.0,Jury+Duty,
"Beverly Hillbillies, The ",1993.0,"Beverly+Hillbillies,+The",
Lassie ,1994.0,Lassie,
Little Big League ,1994.0,Little+Big+League,
Homeward Bound II: Lost in San Francisco ,1996.0,Homeward+Bound+II:+Lost+in+San+Francisco,
"Quest, The ",1996.0,"Quest,+The",
Cool Runnings ,1993.0,Cool+Runnings,
Drop Dead Fred ,1991.0,Drop+Dead+Fred,
Grease 2 ,1982.0,Grease+2,
Switchback ,1997.0,Switchback,
Hamlet ,1997.0,Hamlet,
Two if by Sea ,1996.0,Two+if+by+Sea,
Forget Paris ,1995.0,Forget+Paris,
Just Cause ,1995.0,Just+Cause,
Rent-a-Kid ,1995.0,Rent-a-Kid,
"Paper, The ",1994.0,"Paper,+The",
Fearless ,1993.0,Fearless,
Malice ,1993.0,Malice,
Multiplicity ,1996.0,Multiplicity,
She's the One ,1996.0,She's+the+One,
House Arrest ,1996.0,House+Arrest,
"Ghost and Mrs. Muir, The ",1947.0,"Ghost+and+Mrs.+Muir,+The",
"Associate, The ",1996.0,"Associate,+The",
Dracula: Dead and Loving It ,1995.0,Dracula:+Dead+and+Loving+It,
Now and Then ,1995.0,Now+and+Then,
Mr. Wrong ,1996.0,Mr.+Wrong,
"Simple Twist of Fate, A ",1994.0,"Simple+Twist+of+Fate,+A",
Cronos ,1992.0,Cronos,
"Pallbearer, The ",1996.0,"Pallbearer,+The",
"War, The ",1994.0,"War,+The",
Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,1996.0,Don't+Be+a+Menace+to+South+Central+While+Drinking+Your+Juice+in+the+Hood,
"Adventures of Pinocchio, The ",1996.0,"Adventures+of+Pinocchio,+The",
"Evening Star, The ",1996.0,"Evening+Star,+The",
Four Days in September ,1998.0,Four+Days+in+September,
"Little Princess, A ",1995.0,"Little+Princess,+A",
Crossfire ,1947.0,Crossfire,
Koyaanisqatsi ,1983.0,Koyaanisqatsi,
Balto ,1995.0,Balto,
Bottle Rocket ,1996.0,Bottle+Rocket,
"Star Maker, The (Uomo delle stelle, L') ",1996.0,"Star+Maker,+The",
Amateur ,1994.0,Amateur,
Living in Oblivion ,1995.0,Living+in+Oblivion,
Party Girl ,1995.0,Party+Girl,
"Pyromaniac's Love Story, A ",1995.0,"Pyromaniac's+Love+Story,+A",
Shallow Grave ,1994.0,Shallow+Grave,
Reality Bites ,1994.0,Reality+Bites,
"Man of No Importance, A ",1994.0,"Man+of+No+Importance,+A",
"Pagemaster, The ",1994.0,"Pagemaster,+The",
Love and a .45 ,1994.0,Love+and+a+.45,
Oliver & Company ,1988.0,Oliver+&+Company,
Joe's Apartment ,1996.0,Joe's+Apartment,
Celestial Clockwork ,1996.0,Celestial+Clockwork,
Curdled ,1996.0,Curdled,
Female Perversions ,1997.0,Female+Perversions,
Albino Alligator ,1997.0,Albino+Alligator,
Anne Frank Remembered ,1996.0,Anne+Frank+Remembered,
Carried Away ,1996.0,Carried+Away,
It's My Party ,1996.0,It's+My+Party,
Bloodsport 2 ,1996.0,Bloodsport+2,
Double Team ,1997.0,Double+Team,
Speed 2: Cruise Control ,1997.0,Speed+2:+Cruise+Control,
Sliver ,1993.0,Sliver,
Pete's Dragon ,1977.0,Pete's+Dragon,
Dear God ,1996.0,Dear+God,
Live Nude Girls ,1996.0,Live+Nude+Girls,
"Thin Line Between Love and Hate, A ",1996.0,"Thin+Line+Between+Love+and+Hate,+A",
High School High ,1996.0,High+School+High,
Commandments ,1997.0,Commandments,
"Hate (Haine, La) ",1996.0,Hate,
Flirting With Disaster ,1996.0,Flirting+With+Disaster,
"Red Firecracker, Green Firecracker ",1994.0,"Red+Firecracker,+Green+Firecracker",
What Happened Was... ,1994.0,What+Happened+Was...,
Six Degrees of Separation ,1993.0,Six+Degrees+of+Separation,
Two Much ,1996.0,Two+Much,
Trust ,1990.0,Trust,
C'est arrivé près de chez vous ,1992.0,C'est+arrivé+près+de+chez+vous,-1.0
Firestorm ,1998.0,Firestorm,
"Newton Boys, The ",1998.0,"Newton+Boys,+The",
Beyond Rangoon ,1995.0,Beyond+Rangoon,
Feast of July ,1995.0,Feast+of+July,
Death and the Maiden ,1994.0,Death+and+the+Maiden,
Tank Girl ,1995.0,Tank+Girl,
Double Happiness ,1996.0,Double+Happiness,
Cobb ,1994.0,Cobb,
Mrs. Parker and the Vicious Circle ,1994.0,Mrs.+Parker+and+the+Vicious+Circle,
Faithful ,1996.0,Faithful,
Twelfth Night ,1996.0,Twelfth+Night,
"Mark of Zorro, The ",1940.0,"Mark+of+Zorro,+The",
Surviving Picasso ,1996.0,Surviving+Picasso,
Up in Smoke ,1978.0,Up+in+Smoke,
Some Kind of Wonderful ,1987.0,Some+Kind+of+Wonderful,
I'm Not Rappaport ,1996.0,I'm+Not+Rappaport,
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ",1996.0,"Umbrellas+of+Cherbourg,+The",
They Made Me a Criminal ,1939.0,They+Made+Me+a+Criminal,
"Last Time I Saw Paris, The ",1954.0,"Last+Time+I+Saw+Paris,+The",
"Farewell to Arms, A ",1932.0,"Farewell+to+Arms,+A",
"Innocents, The ",1961.0,"Innocents,+The",
"Old Man and the Sea, The ",1958.0,"Old+Man+and+the+Sea,+The",
"Truman Show, The ",1998.0,"Truman+Show,+The",
Heidi Fleiss: Hollywood Madam (,1996.0,Heidi+Fleiss:+Hollywood+Madam,
Chungking Express ,1996.0,Chungking+Express,
Jupiter's Wife ,1996.0,Jupiter's+Wife,
Safe ,1995.0,Safe,
Feeling Minnesota ,1996.0,Feeling+Minnesota,
Escape to Witch Mountain ,1975.0,Escape+to+Witch+Mountain,
Get on the Bus ,1996.0,Get+on+the+Bus,
"Doors, The ",1991.0,"Doors,+The",
Ghosts of Mississippi ,1996.0,Ghosts+of+Mississippi,
Beautiful Thing ,1996.0,Beautiful+Thing,
Best Men ,1997.0,Best+Men,
Hackers ,1995.0,Hackers,
"Road to Wellville, The ",1994.0,"Road+to+Wellville,+The",
"War Room, The ",1993.0,"War+Room,+The",
When We Were Kings ,1997.0,When+We+Were+Kings,
Hard Eight ,1997.0,Hard+Eight,
"Quiet Room, The ",1997.0,"Quiet+Room,+The",
Blue Chips ,1994.0,Blue+Chips,
Calendar Girl ,1993.0,Calendar+Girl,
My Family ,1995.0,My+Family,
Tom & Viv ,1994.0,Tom+&+Viv,
Walkabout ,1971.0,Walkabout,
Last Dance ,1996.0,Last+Dance,
Original Gangstas ,1996.0,Original+Gangstas,
In Love and War ,1997.0,In+Love+and+War,
Backbeat ,1993.0,Backbeat,
Alphaville ,1965.0,Alphaville,
"Rendezvous in Paris (Rendez-vous de Paris, Les) ",1996.0,Rendezvous+in+Paris,
Cyclo ,1996.0,Cyclo,
"Relic, The ",1997.0,"Relic,+The",
"Fille seule, La (A Single Girl) ",1996.0,"Fille+seule,+La",
Stalker ,1979.0,Stalker,
Love! Valour! Compassion! ,1997.0,Love!+Valour!+Compassion!,
Palookaville ,1996.0,Palookaville,
Phat Beach ,1996.0,Phat+Beach,
"Portrait of a Lady, The ",1996.0,"Portrait+of+a+Lady,+The",
Zeus and Roxanne ,1997.0,Zeus+and+Roxanne,
Big Bully ,1996.0,Big+Bully,
Love & Human Remains ,1993.0,Love+&+Human+Remains,
"Sum of Us, The ",1994.0,"Sum+of+Us,+The",
Little Buddha ,1993.0,Little+Buddha,
Fresh ,1994.0,Fresh,
Spanking the Monkey ,1994.0,Spanking+the+Monkey,
Wild Reeds ,1994.0,Wild+Reeds,
"Women, The ",1939.0,"Women,+The",
Bliss ,1997.0,Bliss,
Caught ,1996.0,Caught,
Hugo Pool ,1997.0,Hugo+Pool,
Welcome To Sarajevo ,1997.0,Welcome+To+Sarajevo,
Dunston Checks In ,1996.0,Dunston+Checks+In,
Major Payne ,1994.0,Major+Payne,
Man of the House ,1995.0,Man+of+the+House,
I Love Trouble ,1994.0,I+Love+Trouble,
"Low Down Dirty Shame, A ",1994.0,"Low+Down+Dirty+Shame,+A",
Cops and Robbersons ,1994.0,Cops+and+Robbersons,
"Cowboy Way, The ",1994.0,"Cowboy+Way,+The",
"Endless Summer 2, The ",1994.0,"Endless+Summer+2,+The",
In the Army Now ,1994.0,In+the+Army+Now,
"Inkwell, The ",1994.0,"Inkwell,+The",
Switchblade Sisters ,1975.0,Switchblade+Sisters,
Young Guns II ,1990.0,Young+Guns+II,
Prefontaine ,1997.0,Prefontaine,
That Old Feeling ,1997.0,That+Old+Feeling,
"Letter From Death Row, A ",1998.0,"Letter+From+Death+Row,+A",
"Boys of St. Vincent, The ",1993.0,"Boys+of+St.+Vincent,+The",
Before the Rain (Pred dozhdot) ,1994.0,Before+the+Rain,
Once Were Warriors ,1994.0,Once+Were+Warriors,
Strawberry and Chocolate (Fresa y chocolate) ,1993.0,Strawberry+and+Chocolate,
"Savage Nights (Nuits fauves, Les) ",1992.0,Savage+Nights,
"Family Thing, A ",1996.0,"Family+Thing,+A",
Purple Noon ,1960.0,Purple+Noon,
Cemetery Man (Dellamorte Dellamore) ,1996.0,Cemetery+Man,
Kim ,1950.0,Kim,
Marlene Dietrich: Shadow and Light (,1996.0,Marlene+Dietrich:+Shadow+and+Light,-1.0
"Maybe, Maybe Not (Bewegte Mann, Der) ",1996.0,"Maybe,+Maybe+Not",
Top Hat ,1935.0,Top+Hat,
To Be or Not to Be ,1942.0,To+Be+or+Not+to+Be,
"Secret Agent, The ",1996.0,"Secret+Agent,+The",
Amos & Andrew ,1993.0,Amos+&+Andrew,
Jade ,1995.0,Jade,
Kiss of Death ,1995.0,Kiss+of+Death,
Mixed Nuts ,1994.0,Mixed+Nuts,
Virtuosity ,1995.0,Virtuosity,
Blue Sky ,1994.0,Blue+Sky,
Flesh and Bone ,1993.0,Flesh+and+Bone,
Guilty as Sin ,1993.0,Guilty+as+Sin,
In the Realm of the Senses (Ai no corrida) ,1976.0,In+the+Realm+of+the+Senses,
Barb Wire ,1996.0,Barb+Wire,
Kissed ,1997.0,Kissed,
Assassins ,1995.0,Assassins,
Friday ,1995.0,Friday,
"Goofy Movie, A ",1995.0,"Goofy+Movie,+A",
Higher Learning ,1995.0,Higher+Learning,
When a Man Loves a Woman ,1994.0,When+a+Man+Loves+a+Woman,
Judgment Night ,1993.0,Judgment+Night,
King of the Hill ,1993.0,King+of+the+Hill,
"Scout, The ",1994.0,"Scout,+The",
Angus ,1995.0,Angus,
Night Falls on Manhattan ,1997.0,Night+Falls+on+Manhattan,
"Awfully Big Adventure, An ",1995.0,"Awfully+Big+Adventure,+An",
Under Siege 2: Dark Territory ,1995.0,Under+Siege+2:+Dark+Territory,
Poison Ivy II ,1995.0,Poison+Ivy+II,
Ready to Wear (Pret-A-Porter) ,1994.0,Ready+to+Wear,
Marked for Death ,1990.0,Marked+for+Death,
Madonna: Truth or Dare ,1991.0,Madonna:+Truth+or+Dare,
Nénette et Boni ,1996.0,Nénette+et+Boni,-1.0
Chairman of the Board ,1998.0,Chairman+of+the+Board,
"Big Bang Theory, The ",1994.0,"Big+Bang+Theory,+The",-1.0
"Other Voices, Other Rooms ",1997.0,"Other+Voices,+Other+Rooms",
Twisted ,1996.0,Twisted,
Full Speed ,1996.0,Full+Speed,
Cutthroat Island ,1995.0,Cutthroat+Island,
Ghost in the Shell (Kokaku kidotai) ,1996.0,Ghost+in+the+Shell,
"Van, The ",1997.0,"Van,+The",
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) ",1991.0,"Old+Lady+Who+Walked+in+the+Sea,+The",
Night Flier ,1998.0,Night+Flier,
Metro ,1997.0,Metro,
Gridlock'd ,1997.0,Gridlock'd,
Bushwhacked ,1995.0,Bushwhacked,
Bad Girls ,1994.0,Bad+Girls,
Blink ,1994.0,Blink,
For Love or Money ,1993.0,For+Love+or+Money,
Best of the Best 3: No Turning Back ,1995.0,Best+of+the+Best+3:+No+Turning+Back,
A Chef in Love ,1997.0,A+Chef+in+Love,
"Contempt (Mépris, Le) ",1997.0,Contempt,
"Tie That Binds, The ",1995.0,"Tie+That+Binds,+The",
Gone Fishin' ,1997.0,Gone+Fishin',
Broken English ,1997.0,Broken+English,
"Designated Mourner, The ",1997.0,"Designated+Mourner,+The",
"Designated Mourner, The ",1997.0,"Designated+Mourner,+The",
Trial and Error ,1997.0,Trial+and+Error,
Pie in the Sky ,1996.0,Pie+in+the+Sky,
Total Eclipse ,1995.0,Total+Eclipse,
"Run of the Country, The ",1995.0,"Run+of+the+Country,+The",
Walking and Talking ,1996.0,Walking+and+Talking,
Foxfire ,1996.0,Foxfire,
Nothing to Lose ,1996.0,Nothing+to+Lose,
Star Maps ,1997.0,Star+Maps,
Bread and Chocolate (Pane e cioccolata) ,1973.0,Bread+and+Chocolate,
Clockers ,1995.0,Clockers,
Bitter Moon ,1992.0,Bitter+Moon,
Love in the Afternoon ,1957.0,Love+in+the+Afternoon,
Life with Mikey ,1993.0,Life+with+Mikey,
North ,1994.0,North,
Talking About Sex ,1994.0,Talking+About+Sex,-1.0
Color of Night ,1994.0,Color+of+Night,
Robocop 3 ,1993.0,Robocop+3,
Killer (Bulletproof Heart) ,1994.0,Killer,
Sunset Park ,1996.0,Sunset+Park,
Set It Off ,1996.0,Set+It+Off,
Selena ,1997.0,Selena,
Wild America ,1997.0,Wild+America,
Gang Related ,1997.0,Gang+Related,
Manny & Lo ,1996.0,Manny+&+Lo,
"Grass Harp, The ",1996.0,"Grass+Harp,+The",
Out to Sea ,1997.0,Out+to+Sea,
Before and After ,1996.0,Before+and+After,
Princess Caraboo ,1994.0,Princess+Caraboo,
Shall We Dance? ,1937.0,Shall+We+Dance?,
Ed ,1996.0,Ed,
Denise Calls Up ,1996.0,Denise+Calls+Up,
Jack and Sarah ,1996.0,Jack+and+Sarah,
Country Life ,1994.0,Country+Life,
Celtic Pride ,1996.0,Celtic+Pride,
"Simple Wish, A ",1997.0,"Simple+Wish,+A",
Star Kid ,1998.0,Star+Kid,
Ayn Rand: A Sense of Life ,1998.0,Ayn+Rand:+A+Sense+of+Life,
Kicked in the Head ,1997.0,Kicked+in+the+Head,
Indian Summer ,1996.0,Indian+Summer,
Love Affair ,1994.0,Love+Affair,
"Band Wagon, The ",1953.0,"Band+Wagon,+The",
Penny Serenade ,1941.0,Penny+Serenade,
'Til There Was You ,1997.0,'Til+There+Was+You,
Stripes ,1981.0,Stripes,
Late Bloomers ,1997.0,Late+Bloomers,
"Getaway, The ",1994.0,"Getaway,+The",
New York Cop ,1996.0,New+York+Cop,
National Lampoon's Senior Trip ,1995.0,National+Lampoon's+Senior+Trip,
Delta of Venus ,1994.0,Delta+of+Venus,
Carmen Miranda: Bananas Is My Business ,1994.0,Carmen+Miranda:+Bananas+Is+My+Business,
Babyfever ,1994.0,Babyfever,
"Very Natural Thing, A ",1974.0,"Very+Natural+Thing,+A",
"Walk in the Sun, A ",1945.0,"Walk+in+the+Sun,+A",
Waiting to Exhale ,1996.0,Waiting+to+Exhale,
"Pompatus of Love, The ",1996.0,"Pompatus+of+Love,+The",
Palmetto ,1998.0,Palmetto,
Surviving the Game ,1994.0,Surviving+the+Game,
Inventing the Abbotts ,1997.0,Inventing+the+Abbotts,
"Horse Whisperer, The ",1997.0,"Horse+Whisperer,+The",
"Journey of August King, The ",1996.0,"Journey+of+August+King,+The",
Catwalk ,1996.0,Catwalk,
"Neon Bible, The ",1996.0,"Neon+Bible,+The",
Homage ,1996.0,Homage,
Open Season ,1996.0,Open+Season,
Metisse (Café au Lait) ,1993.0,Metisse,
"Wooden Man's Bride, The (Wu Kui) ",1994.0,"Wooden+Man's+Bride,+The",
Loaded ,1996.0,Loaded,
August ,1996.0,August,
Boys ,1996.0,Boys,
Captives ,1994.0,Captives,
Of Love and Shadows ,1996.0,Of+Love+and+Shadows,
"Low Life, The ",1996.0,"Low+Life,+The",
An Unforgettable Summer ,1994.0,An+Unforgettable+Summer,
"Last Klezmer: Leopold Kozlowski, His Life and Music, The ",1995.0,"Last+Klezmer:+Leopold+Kozlowski,+His+Life+and+Music,+The",-1.0
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) ,1993.0,My+Life+and+Times+With+Antonin+Artaud,
Midnight Dancers (Sibak) ,1994.0,Midnight+Dancers,
Somebody to Love ,1996.0,Somebody+to+Love,
American Buffalo ,1996.0,American+Buffalo,
Kazaam ,1996.0,Kazaam,
Larger Than Life ,1996.0,Larger+Than+Life,
Two Deaths ,1996.0,Two+Deaths,
Stefano Quantestorie ,1993.0,Stefano+Quantestorie,
"Crude Oasis, The ",1995.0,"Crude+Oasis,+The",
Hedd Wyn ,1992.0,Hedd+Wyn,
"Convent, The (Convento, O) ",1996.0,"Convent,+The",
Lotto Land ,1995.0,Lotto+Land,
"Story of Xinghua, The ",1993.0,"Story+of+Xinghua,+The",
"Day the Sun Turned Cold, The (Tianguo niezi) ",1994.0,"Day+the+Sun+Turned+Cold,+The",
Dingo ,1992.0,Dingo,
"Ballad of Narayama, The (Narayama Bushiko) ",1958.0,"Ballad+of+Narayama,+The",
Every Other Weekend ,1990.0,Every+Other+Weekend,
Mille bolle blu ,1993.0,Mille+bolle+blu,
Crows and Sparrows ,1949.0,Crows+and+Sparrows,
Lover's Knot ,1996.0,Lover's+Knot,
Shadow of Angels (Schatten der Engel) ,1976.0,Shadow+of+Angels,
1-900 ,1994.0,1-900,
Venice/Venice ,1992.0,Venice/Venice,
Infinity ,1996.0,Infinity,
Ed's Next Move ,1996.0,Ed's+Next+Move,
For the Moment ,1994.0,For+the+Moment,
The Deadly Cure ,1996.0,The+Deadly+Cure,-1.0
Boys in Venice ,1996.0,Boys+in+Venice,-1.0
"Sexual Life of the Belgians, The ",1994.0,"Sexual+Life+of+the+Belgians,+The",
"Search for One-eye Jimmy, The ",1996.0,"Search+for+One-eye+Jimmy,+The",
American Strays ,1996.0,American+Strays,
"Leopard Son, The ",1996.0,"Leopard+Son,+The",
Bird of Prey ,1996.0,Bird+of+Prey,
Johnny 100 Pesos ,1993.0,Johnny+100+Pesos,
JLG/JLG - autoportrait de décembre ,1994.0,JLG/JLG+-+autoportrait+de+décembre,-1.0
Faust ,1994.0,Faust,
Mina Tannenbaum ,1994.0,Mina+Tannenbaum,
"Forbidden Christ, The (Cristo proibito, Il) ",1950.0,"Forbidden+Christ,+The",
I Can't Sleep (J'ai pas sommeil) ,1994.0,I+Can't+Sleep,
"Machine, The ",1994.0,"Machine,+The",
"Stranger, The ",1994.0,"Stranger,+The",
Good Morning ,1971.0,Good+Morning,
Falling in Love Again ,1980.0,Falling+in+Love+Again,
"Cement Garden, The ",1993.0,"Cement+Garden,+The",
Meet Wally Sparks ,1997.0,Meet+Wally+Sparks,
Hotel de Love ,1997.0,Hotel+de+Love,
Rhyme & Reason ,1997.0,Rhyme+&+Reason,
Love and Other Catastrophes ,1997.0,Love+and+Other+Catastrophes,
Hollow Reed ,1997.0,Hollow+Reed,
Losing Chase ,1996.0,Losing+Chase,
"Bonheur, Le ",1997.0,"Bonheur,+Le",
"Second Jungle Book: Mowgli & Baloo, The ",1997.0,"Second+Jungle+Book:+Mowgli+&+Baloo,+The",
Squeeze ,1997.0,Squeeze,
Roseanna's Grave (For Roseanna) ,1997.0,Roseanna's+Grave,
Tetsuo II: Body Hammer ,1997.0,Tetsuo+II:+Body+Hammer,
Fall ,1997.0,Fall,
Gabbeh ,1997.0,Gabbeh,
Mondo ,1997.0,Mondo,
"Innocent Sleep, The ",1997.0,"Innocent+Sleep,+The",
For Ever Mozart ,1997.0,For+Ever+Mozart,
"Locusts, The ",1997.0,"Locusts,+The",
Stag ,1997.0,Stag,
Swept from the Sea ,1997.0,Swept+from+the+Sea,
Hurricane Streets ,1998.0,Hurricane+Streets,
Stonewall ,1996.0,Stonewall,
Of Human Bondage ,1934.0,Of+Human+Bondage,
Anna ,1996.0,Anna,
Stranger in the House ,1997.0,Stranger+in+the+House,
Picture Bride ,1995.0,Picture+Bride,
M. Butterfly ,1993.0,M.+Butterfly,
"Ciao, Professore! ",1993.0,"Ciao,+Professore!",
Caro Diario (Dear Diary) ,1994.0,Caro+Diario,
Withnail and I ,1987.0,Withnail+and+I,
Boy's Life 2 ,1997.0,Boy's+Life+2,-1.0
When Night Is Falling ,1995.0,When+Night+Is+Falling,
"Specialist, The ",1994.0,"Specialist,+The",
Gordy ,1995.0,Gordy,
"Swan Princess, The ",1994.0,"Swan+Princess,+The",
Harlem ,1993.0,Harlem,
Barbarella ,1968.0,Barbarella,
Land Before Time III: The Time of the Great Giving (199,1995.0,Land+Before+Time+III:+The+Time+of+the+Great+Giving,
Street Fighter ,1994.0,Street+Fighter,
Coldblooded ,1995.0,Coldblooded,
"Next Karate Kid, The ",1994.0,"Next+Karate+Kid,+The",
No Escape ,1994.0,No+Escape,
"Turning, The ",1997.0,"Turning,+The",
"Joy Luck Club, The ",1993.0,"Joy+Luck+Club,+The",
Highlander III: The Sorcerer ,1994.0,Highlander+III:+The+Sorcerer,
Gilligan's Island: The Movie ,1997.0,Gilligan's+Island:+The+Movie,-1.0
My Crazy Life (Mi vida loca) ,1993.0,My+Crazy+Life,
Suture ,1993.0,Suture,
"Walking Dead, The ",1995.0,"Walking+Dead,+The",
I Like It Like That ,1994.0,I+Like+It+Like+That,
I'll Do Anything ,1994.0,I'll+Do+Anything,
Grace of My Heart ,1996.0,Grace+of+My+Heart,
Drunks ,1996.0,Drunks,
SubUrbia ,1997.0,SubUrbia,
Sliding Doors ,1998.0,Sliding+Doors,
Ill Gotten Gains ,1997.0,Ill+Gotten+Gains,
Legal Deceit ,1997.0,Legal+Deceit,
"Mighty, The ",1998.0,"Mighty,+The",
Men of Means ,1997.0,Men+of+Means,
Shooting Fish ,1998.0,Shooting+Fish,
"Steal Big, Steal Little ",1995.0,"Steal+Big,+Steal+Little",
Mr. Jones ,1993.0,Mr.+Jones,
House Party 3 ,1994.0,House+Party+3,
Panther ,1995.0,Panther,
Jason's Lyric ,1994.0,Jason's+Lyric,
Above the Rim ,1994.0,Above+the+Rim,
Moonlight and Valentino ,1995.0,Moonlight+and+Valentino,
"Scarlet Letter, The ",1995.0,"Scarlet+Letter,+The",
8 Seconds ,1994.0,8+Seconds,
That Darn Cat! ,1965.0,That+Darn+Cat!,
Ladybird Ladybird ,1994.0,Ladybird+Ladybird,
"Bye Bye, Love ",1995.0,"Bye+Bye,+Love",
Century ,1993.0,Century,
My Favorite Season ,1996.0,My+Favorite+Season,
Pather Panchali ,1996.0,Pather+Panchali,
Golden Earrings ,1947.0,Golden+Earrings,
Foreign Correspondent ,1940.0,Foreign+Correspondent,
Lady of Burlesque ,1943.0,Lady+of+Burlesque,
Angel on My Shoulder ,1946.0,Angel+on+My+Shoulder,
Angel and the Badman ,1947.0,Angel+and+the+Badman,
"Outlaw, The ",1943.0,"Outlaw,+The",
Beat the Devil ,1954.0,Beat+the+Devil,
Love Is All There Is ,1996.0,Love+Is+All+There+Is,
"Damsel in Distress, A ",1937.0,"Damsel+in+Distress,+A",
Madame Butterfly ,1996.0,Madame+Butterfly,
Sleepover ,1996.0,Sleepover,
Here Comes Cookie ,1935.0,Here+Comes+Cookie,
"Thieves (Voleurs, Les) ",1996.0,Thieves,
"Boys, Les ",1997.0,"Boys,+Les",
"Stars Fell on Henrietta, The ",1995.0,"Stars+Fell+on+Henrietta,+The",
Last Summer in the Hamptons ,1995.0,Last+Summer+in+the+Hamptons,
Margaret's Museum ,1995.0,Margaret's+Museum,
"Saint of Fort Washington, The ",1993.0,"Saint+of+Fort+Washington,+The",
"Cure, The ",1995.0,"Cure,+The",
Tom and Huck ,1995.0,Tom+and+Huck,
Gumby: The Movie ,1995.0,Gumby:+The+Movie,
Hideaway ,1995.0,Hideaway,
"Visitors, The (Visiteurs, Les) ",1996.0,"Visitors,+The",
"Little Princess, The ",1939.0,"Little+Princess,+The",
Nina Takes a Lover ,1994.0,Nina+Takes+a+Lover,
Bhaji on the Beach ,1993.0,Bhaji+on+the+Beach,
Raw Deal ,1948.0,Raw+Deal,
Nightwatch ,1997.0,Nightwatch,
Dead Presidents ,1995.0,Dead+Presidents,
Reckless ,1995.0,Reckless,
Herbie Rides Again ,1974.0,Herbie+Rides+Again,
S.F.W. ,1994.0,S.F.W.,
"Gate of Heavenly Peace, The ",1996.0,"Gate+of+Heavenly+Peace,+The",
"Man in the Iron Mask, The ",1998.0,"Man+in+the+Iron+Mask,+The",
"Jerky Boys, The ",1994.0,"Jerky+Boys,+The",
"Colonel Chabert, Le ",1994.0,"Colonel+Chabert,+Le",
Girl in the Cadillac ,1995.0,Girl+in+the+Cadillac,
Even Cowgirls Get the Blues ,1993.0,Even+Cowgirls+Get+the+Blues,
Germinal ,1993.0,Germinal,
Chasers ,1994.0,Chasers,
Fausto ,1993.0,Fausto,
Tough and Deadly ,1995.0,Tough+and+Deadly,
Window to Paris ,1994.0,Window+to+Paris,
"Modern Affair, A ",1996.0,"Modern+Affair,+A",
"Mostro, Il ",1996.0,"Mostro,+Il",
Flirt ,1996.0,Flirt,
Carpool ,1996.0,Carpool,
"Line King: Al Hirschfeld, The ",1996.0,"Line+King:+Al+Hirschfeld,+The",
Farmer & Chase ,1997.0,Farmer+&+Chase,
Grosse Fatigue ,1994.0,Grosse+Fatigue,
Santa with Muscles ,1996.0,Santa+with+Muscles,
Prisoner of the Mountains (Kavkazsky Plennik) ,1997.0,Prisoner+of+the+Mountains,
Naked in New York ,1994.0,Naked+in+New+York,
Gold Diggers: The Secret of Bear Mountain ,1995.0,Gold+Diggers:+The+Secret+of+Bear+Mountain,
"Bewegte Mann, Der ",1996.0,"Bewegte+Mann,+Der",
Killer: A Journal of Murder ,1996.0,Killer:+A+Journal+of+Murder,
Nelly & Monsieur Arnaud ,1996.0,Nelly+&+Monsieur+Arnaud,
Three Lives and Only One Death ,1996.0,Three+Lives+and+Only+One+Death,
"Babysitter, The ",1995.0,"Babysitter,+The",
Getting Even with Dad ,1994.0,Getting+Even+with+Dad,
Mad Dog Time ,1996.0,Mad+Dog+Time,
Children of the Revolution ,1997.0,Children+of+the+Revolution,
"World of Apu, The (Apur Sansar) ",1996.0,"World+of+Apu,+The",
Sprung ,1997.0,Sprung,
Dream With the Fishes ,1997.0,Dream+With+the+Fishes,
Wings of Courage ,1995.0,Wings+of+Courage,
"Wedding Gift, The ",1994.0,"Wedding+Gift,+The",
Race the Sun ,1996.0,Race+the+Sun,
Losing Isaiah ,1995.0,Losing+Isaiah,
New Jersey Drive ,1995.0,New+Jersey+Drive,
"Fear, The ",1995.0,"Fear,+The",
Mr. Wonderful ,1993.0,Mr.+Wonderful,
Trial by Jury ,1994.0,Trial+by+Jury,
"Good Man in Africa, A ",1994.0,"Good+Man+in+Africa,+A",
Kaspar Hauser ,1996.0,Kaspar+Hauser,
"Object of My Affection, The ",1998.0,"Object+of+My+Affection,+The",
Witness ,1985.0,Witness,
Senseless ,1998.0,Senseless,
Nowhere ,1997.0,Nowhere,
Underground ,1996.0,Underground,
Jefferson in Paris ,1995.0,Jefferson+in+Paris,
Far From Home: The Adventures of Yellow Dog ,1995.0,Far+From+Home:+The+Adventures+of+Yellow+Dog,
Foreign Student ,1994.0,Foreign+Student,
I Don't Want to Talk About It (De eso no se habla) ,1993.0,I+Don't+Want+to+Talk+About+It,
Twin Town ,1997.0,Twin+Town,
"Enfer, L' ",1994.0,"Enfer,+L'",
Aiqing wansui ,1996.0,Aiqing+wansui,-1.0
Cosi ,1997.0,Cosi,
All Over Me ,1997.0,All+Over+Me,
Being Human ,1993.0,Being+Human,
"Amazing Panda Adventure, The ",1995.0,"Amazing+Panda+Adventure,+The",
