movie_title,year,tmdb_id,movie_id
Gold Diggers: The Secret of Bear Mountain ,1995,35645,1503
"Bewegte Mann, Der ",1996,159,1504
Killer: A Journal of Murder ,1996,59569,1505
Nelly & Monsieur Arnaud ,1996,12652,1506
Three Lives and Only One Death ,1996,55049,1507
"Babysitter, The ",1995,37141,1508
Getting Even with Dad ,1994,41579,1509
Mad Dog Time ,1996,66034,1510
Children of the Revolution ,1997,9977,1511
"World of Apu, The (Apur Sansar) ",1996,896,1512
Sprung ,1997,60082,1513
Dream With the Fishes ,1997,47686,1514
Wings of Courage ,1995,78802,1515
"Wedding Gift, The ",1994,53185,1516
Race the Sun ,1996,55731,1517
Losing Isaiah ,1995,28313,1518
New Jersey Drive ,1995,39310,1519
"Fear, The ",1995,75555,1520
Mr. Wonderful ,1993,31911,1521
Trial by Jury ,1994,41590,1522
"Good Man in Africa, A ",1994,41006,1523
Kaspar Hauser ,1996,12632,1524
"Object of My Affection, The ",1998,17127,1525
Witness ,1985,9281,1526
Senseless ,1998,12538,1527
Nowhere ,1997,1811,1528
Underground ,1996,11902,1529
Jefferson in Paris ,1995,87729,1530
Far From Home: The Adventures of Yellow Dog ,1995,27985,1531
Foreign Student ,1994,95743,1532
I Don't Want to Talk About It (De eso no se habla) ,1993,124304,1533
Twin Town ,1997,15321,1534
"Enfer, L' ",1994,17961,1535
Aiqing wansui ,1996,-1,1536
Cosi ,1997,90214,1537
All Over Me ,1997,12793,1538
Being Human ,1993,46924,1539
"Amazing Panda Adventure, The ",1995,30765,1540
"Beans of Egypt, Maine, The ",1994,218473,1541
"Scarlet Letter, The ",1926,85638,1542
Johns ,1996,56830,1543
It Takes Two ,1995,33689,1544
Frankie Starlight ,1995,73067,1545
Shadows (Cienie) ,1988,15484,1546
"Show, The ",1995,16115,1547
The Courtyard ,1995,224516,1548
Dream Man ,1995,61813,1549
Destiny Turns on the Radio ,1995,62488,1550
"Glass Shield, The ",1994,72031,1551
"Hunted, The ",1995,32631,1552
"Underneath, The ",1995,36141,1553
Safe Passage ,1994,49803,1554
"Secret Adventures of Tom Thumb, The ",1993,18242,1555
Condition Red ,1995,340210,1556
Yankee Zulu ,1996,16417,1557
Aparajito ,1996,197837,1558
Hostile Intentions ,1994,288173,1559
Clean Slate (Coup de Torchon) ,1981,18658,1560
Tigrero: A Film That Was Never Made ,1994,88030,1561
"Eye of Vichy, The (Oeil de Vichy, L') ",1993,185191,1562
"Promise, The (Versprechen, Das) ",1994,354859,1563
To Cross the Rubicon ,1991,277270,1564
Daens ,1992,44103,1565
"Man from Down Under, The ",1943,245268,1566
Careful ,1992,55613,1567
Vermont Is For Lovers ,1992,215107,1568
"Vie est belle, La (Life is Rosey) ",1987,202425,1569
Quartier Mozart ,1992,196940,1570
Touki Bouki (Journey of the Hyena) ,1973,77771,1571
Wend Kuuni (God's Gift) ,1982,181083,1572
Spirits of the Dead (Tre passi nel delirio) ,1968,41225,1573
Pharaoh's Army ,1995,87190,1574
"I, Worst of All (Yo, la peor de todas) ",1990,123763,1575
"Hungarian Fairy Tale, A ",1987,42005,1576
"Death in the Garden (Mort en ce jardin, La) ",1956,121030,1577
"Collectionneuse, La ",1967,4837,1578
Baton Rouge ,1988,253632,1579
Liebelei ,1933,43596,1580
"Woman in Question, The ",1950,27256,1581
T-Men ,1947,26174,1582
"Invitation, The (Zaproszenie) ",1986,306947,1583
"Symphonie pastorale, La ",1946,117500,1584
American Dream ,1990,41326,1585
Lashou shentan ,1992,-1,1586
Terror in a Texas Town ,1958,46681,1587
Salut cousin! ,1997,60083,1588
Schizopolis ,1997,16375,1589
"To Have, or Not ",1997,124642,1590
Duoluo tianshi ,1998,-1,1591
"Magic Hour, The ",1998,46361,1592
Death in Brunswick ,1996,37820,1593
Everest ,1998,21736,1594
Shopping ,1996,2293,1595
Nemesis 2: Nebula ,1995,63105,1596
Romper Stomper ,1992,10412,1597
City of Industry ,1997,18420,1598
Someone Else's America ,1996,124633,1599
Guantanamera ,1997,43775,1600
Office Killer ,1997,49728,1601
"Price Above Rubies, A ",1998,44308,1602
Angela ,1996,539236,1603
He Walked by Night ,1948,31556,1604
Love Serenade ,1997,65046,1605
Deceiver ,1997,14583,1606
Hurricane Streets ,1998,125052,1607
Buddy ,1997,15170,1608
B*A*P*S ,1997,18423,1609
"Truth or Consequences, N.M. ",1997,31017,1610
Intimate Relations ,1997,68545,1611
"Leading Man, The ",1998,46338,1612
Tokyo Fist ,1998,41577,1613
"Reluctant Debutante, The ",1958,64382,1614
Warriors of Virtue ,1997,49478,1615
Desert Winds ,1995,267188,1616
Hugo Pool ,1997,32332,1617
King of New York ,1990,9558,1618
All Things Fair ,1996,27098,1619
"Sixth Man, The ",1997,36807,1620
Butterfly Kiss ,1996,436367,1621
"Paris, France ",1993,161158,1622
"Cérémonie, La ",1996,-1,1623
Hush ,1998,17941,1624
Nightwatch ,1997,2212,1625
Nobody Loves Me (Keiner liebt mich) ,1996,483879,1626
"Wife, The ",1996,21539,1627
Lamerica ,1994,49133,1628
Nico Icon ,1995,124626,1629
"Silence of the Palace, The (Saimt el Qusur) ",1996,44284,1630
"Slingshot, The ",1993,41653,1631
Land and Freedom (Tierra y libertad) ,1996,38884,1632
Á köldum klaka (Cold Fever) ,1996,-1,1633
Etz Hadomim Tafus (Under the Domin Tree) ,1996,117730,1634
Two Friends (,1986,123067,1635
Brothers in Trouble ,1996,124613,1636
Girls Town ,1996,110513,1637
Normal Life ,1996,23223,1638
Bitter Sugar (Azucar Amargo) ,1996,43777,1639
"Eighth Day, The ",1996,36998,1640
Dadetown ,1996,85588,1641
Some Mother's Son ,1996,58102,1642
Angel Baby ,1997,110299,1643
Sudden Manhattan ,1997,106129,1644
"Butcher Boy, The ",1998,22797,1645
Men With Guns ,1998,320011,1646
Hana-bi ,1998,5910,1647
"Niagara, Niagara ",1998,19997,1648
"Big One, The ",1998,1774,1649
"Butcher Boy, The ",1998,22797,1650
"Spanish Prisoner, The ",1998,29193,1651
Temptress Moon (Feng Yue) ,1997,47694,1652
Entertaining Angels: The Dorothy Day Story ,1996,99479,1653
Chairman of the Board ,1998,31535,1654
"Favor, The ",1994,50463,1655
Little City ,1998,102732,1656
Target ,1996,466194,1657
"Substance of Fire, The ",1996,168535,1658
Getting Away With Murder ,1996,25697,1659
Small Faces ,1996,42758,1660
"New Age, The ",1994,41588,1661
Rough Magic ,1997,45671,1662
Nothing Personal ,1997,45806,1663
8 Heads in a Duffel Bag ,1997,13982,1664
"Brother's Kiss, A ",1997,102878,1665
Ripe ,1997,457262,1666
"Next Step, The ",1997,291634,1667
Wedding Bell Blues ,1997,107743,1668
MURDER and murder ,1997,407992,1669
Tainted ,1998,281289,1670
"Further Gesture, A ",1998,47112,1671
Kika ,1993,8223,1672
Mirage ,1995,226229,1673
Mamma Roma ,1962,47796,1674
"Sunchaser, The ",1996,38191,1675
"War at Home, The ",1996,59232,1676
Sweet Nothing ,1996,124851,1677
Mat' i syn ,1998,441646,1678
B. Monkey ,1998,2923,1679
Sliding Doors ,1998,10215,1680
You So Crazy ,1994,38129,1681
Scream of Stone (Schrei aus Stein) ,1996,88893,1682
