movie_title,year,tmdb_id,movie_id,director,actor1,actor2
Paths of Glory ,1957,975,641,Stanley Kubrick,Kirk Douglas,Ralph Meeker
"Grifters, The ",1990,18129,642,Stephen Frears,Anjelica Huston,John Cusack
The Innocent ,1994,402838,643,Mimi Leder,Kelsey Grammer,Polly Draper
"Thin Blue Line, The ",1988,14285,644,Errol Morris,Randall Adams,David Harris
Paris Is Burning ,1990,31225,645,Jennie Livingston,Dorian Corey,Pepper LaBeija
Once Upon a Time in the West ,1969,335,646,Sergio Leone,Claudia Cardinale,Henry Fonda
Ran ,1985,11645,647,Akira Kurosawa,Tatsuya Nakadai,Akira Terao
"Quiet Man, The ",1952,3109,648,John Ford,John Wayne,Maureen O'Hara
Once Upon a Time in America ,1984,311,649,Sergio Leone,Robert De Niro,James Woods
"Seventh Seal, The (Sjunde inseglet, Det) ",1957,490,650,Ingmar Bergman,Max von Sydow,Gunnar Björnstrand
Glory ,1989,9665,651,Edward Zwick,Matthew Broderick,Denzel Washington
Rosencrantz and Guildenstern Are Dead ,1990,18971,652,Tom Stoppard,Gary Oldman,Tim Roth
Touch of Evil ,1958,1480,653,Orson Welles,Charlton Heston,Janet Leigh
Chinatown ,1974,829,654,Roman Polański,Jack Nicholson,Faye Dunaway
Stand by Me ,1986,235,655,Rob Reiner,Wil Wheaton,River Phoenix
M ,1931,832,656,Fritz Lang,Peter Lorre,Ellen Widmann
"Manchurian Candidate, The ",1962,982,657,John Frankenheimer,Frank Sinatra,Laurence Harvey
Pump Up the Volume ,1990,8428,658,Allan Moyle,Christian Slater,Samantha Mathis
Arsenic and Old Lace ,1944,212,659,Frank Capra,Cary Grant,Priscilla Lane
Fried Green Tomatoes ,1991,1633,660,Jon Avnet,Kathy Bates,Mary-Louise Parker
High Noon ,1952,288,661,Fred Zinnemann,Gary Cooper,Grace Kelly
Somewhere in Time ,1980,16633,662,Jeannot Szwarc,Christopher Reeve,Jane Seymour
Being There ,1979,10322,663,Hal Ashby,Peter Sellers,Shirley MacLaine
"Paris, Texas ",1984,655,664,Wim Wenders,Harry Dean Stanton,Nastassja Kinski
Alien 3 ,1992,8077,665,David Fincher,Sigourney Weaver,Charles S. Dutton
Blood For Dracula (Andy Warhol's Dracula) ,1974,25944,666,Paul Morrissey,Udo Kier,Joe Dallesandro
Audrey Rose ,1977,49126,667,Robert Wise,Anthony Hopkins,Marsha Mason
Blood Beach ,1981,37843,668,Jeffrey Bloom,David Huffman,Marianna Hill
Body Parts ,1991,32146,669,Eric Red,Jeff Fahey,Lindsay Duncan
Body Snatchers ,1993,4722,670,Abel Ferrara,Gabrielle Anwar,Terry Kinney
Bride of Frankenstein ,1935,229,671,James Whale,Boris Karloff,Elsa Lanchester
Candyman ,1992,9529,672,Bernard Rose,Virginia Madsen,Tony Todd
Cape Fear ,1962,11349,673,J. Lee Thompson,Gregory Peck,Robert Mitchum
Cat People ,1982,6217,674,Paul Schrader,Nastassja Kinski,Malcolm McDowell
"Nosferatu (Nosferatu, eine Symphonie des Grauens) ",1922,653,675,F.W. Murnau,Maximilian Schreck,Gustav von Wangenheim
"Crucible, The ",1996,20539,676,Nicholas Hytner,Daniel Day-Lewis,Winona Ryder
Fire on the Mountain ,1997,65388,677,Graeme Campbell,Dan Cortese,Cynthia Gibb
Volcano ,1997,10357,678,Mick Jackson,Tommy Lee Jones,Anne Heche
Conan the Barbarian ,1981,9387,679,John Milius,Arnold Schwarzenegger,James Earl Jones
Kull the Conqueror ,1997,17832,680,John Nicolella,Kevin Sorbo,Tia Carrere
Wishmaster ,1997,10351,681,Robert Kurtzman,Andrew Divoff,Tammy Lauren
I Know What You Did Last Summer ,1997,3597,682,Jim Gillespie,Jennifer Love Hewitt,Sarah Michelle Gellar
Rocket Man ,1997,36797,683,Stuart Gillard,Harland Williams,Jessica Lundy
In the Line of Fire ,1993,9386,684,Wolfgang Petersen,Clint Eastwood,Rene Russo
Executive Decision ,1996,2320,685,Stuart Baird,Kurt Russell,Steven Seagal
"Perfect World, A ",1993,9559,686,Clint Eastwood,Kevin Costner,Clint Eastwood
McHale's Navy ,1997,14908,687,Bryan Spicer,Tom Arnold,Dean Stockwell
Leave It to Beaver ,1997,37244,688,Andy Cadiff,Christopher McDonald,Janine Turner
"Jackal, The ",1997,4824,689,Michael Caton-Jones,Bruce Willis,Richard Gere
Seven Years in Tibet ,1997,978,690,Jean-Jacques Annaud,Brad Pitt,Jamyang Jamtsho Wangchuk
Dark City ,1998,2666,691,Alex Proyas,Rufus Sewell,William Hurt
"American President, The ",1995,9087,692,Rob Reiner,Michael Douglas,Annette Bening
Casino ,1995,524,693,Martin Scorsese,Robert De Niro,Sharon Stone
Persuasion ,1995,17015,694,Roger Michell,Amanda Root,Ciarán Hinds
Kicking and Screaming ,1995,28387,695,Noah Baumbach,Josh Hamilton,Olivia d'Abo
City Hall ,1996,11062,696,Harold Becker,Al Pacino,John Cusack
"Basketball Diaries, The ",1995,10474,697,Scott Kalvert,Leonardo DiCaprio,Lorraine Bracco
"Browning Version, The ",1994,49805,698,Mike Figgis,Albert Finney,Greta Scacchi
Little Women ,1994,9587,699,Gillian Armstrong,Winona Ryder,Trini Alvarado
Miami Rhapsody ,1995,17402,700,David Frankel,Sarah Jessica Parker,Antonio Banderas
"Wonderful, Horrible Life of Leni Riefenstahl, The ",1993,41647,701,Ray Müller,Leni Riefenstahl,Marlene Dietrich
Barcelona ,1994,16771,702,Whit Stillman,Taylor Nichols,Chris Eigeman
Widows' Peak ,1994,25440,703,John Irvin,Mia Farrow,Jim Broadbent
"House of the Spirits, The ",1993,2259,704,Bille August,Meryl Streep,Glenn Close
Singin' in the Rain ,1952,872,705,Stanley Donen,Gene Kelly,Donald O'Connor
Bad Moon ,1996,49763,706,Eric Red,Mariel Hemingway,Michael Paré
Enchanted April ,1991,26561,707,Mike Newell,Josie Lawrence,Miranda Richardson
"Sex, Lies, and Videotape ",1989,1412,708,Steven Soderbergh,Andie MacDowell,Peter Gallagher
Strictly Ballroom ,1992,10409,709,Baz Luhrmann,Paul Mercurio,Tara Morice
Better Off Dead... ,1985,13667,710,Savage Steve Holland,John Cusack,David Ogden Stiers
"Substance of Fire, The ",1996,168535,711,Daniel J. Sullivan,Tony Goldwyn,Timothy Hutton
Tin Men ,1987,10896,712,Barry Levinson,Richard Dreyfuss,Danny DeVito
Othello ,1995,16420,713,Oliver Parker,Laurence Fishburne,Irène Jacob
Carrington ,1995,47018,714,Christopher Hampton,Emma Thompson,Jonathan Pryce
To Die For ,1995,577,715,Gus Van Sant,Nicole Kidman,Kurtwood Smith
Home for the Holidays ,1995,9089,716,Jodie Foster,Holly Hunter,Robert Downey Jr.
"Juror, The ",1996,9623,717,Brian Gibson,Demi Moore,Alec Baldwin
In the Bleak Midwinter ,1996,40154,718,Kenneth Branagh,Richard Briers,Joan Collins
Canadian Bacon ,1994,1775,719,Michael Moore,John Candy,Alan Alda
First Knight ,1995,6520,720,Jerry Zucker,Sean Connery,Richard Gere
Mallrats ,1995,2293,721,Kevin Smith,Jason Lee,Jeremy London
Nine Months ,1995,11472,722,Chris Columbus,Hugh Grant,Julianne Moore
Boys on the Side ,1995,9382,723,Herbert Ross,Whoopi Goldberg,Mary-Louise Parker
Circle of Friends ,1995,22625,724,Pat O'Connor,Chris O'Donnell,Minnie Driver
Exit to Eden ,1994,18395,725,Garry Marshall,Dana Delany,Paul Mercurio
Fluke ,1995,21183,726,Carlo Carlei,Samuel L. Jackson,Matthew Modine
Immortal Beloved ,1994,13701,727,Bernard Rose,Gary Oldman,Jeroen Krabbé
Junior ,1994,6280,728,Ivan Reitman,Arnold Schwarzenegger,Danny DeVito
Nell ,1994,1945,729,Michael Apted,Jodie Foster,Liam Neeson
"Queen Margot (Reine Margot, La) ",1996,10452,730,Patrice Chéreau,Isabelle Adjani,Daniel Auteuil
"Corrina, Corrina ",1994,10464,731,Jessie Nelson,Whoopi Goldberg,Ray Liotta
Dave ,1993,11566,732,Ivan Reitman,Kevin Kline,Sigourney Weaver
Go Fish ,1994,18620,733,Rose Troche,Guinevere Turner,V.S. Brodie
Made in America ,1993,12121,734,Richard Benjamin,Whoopi Goldberg,Ted Danson
Philadelphia ,1993,9800,735,Jonathan Demme,Tom Hanks,Denzel Washington
Shadowlands ,1993,10445,736,Richard Attenborough,Anthony Hopkins,Debra Winger
Sirens ,1994,12519,737,John Duigan,Hugh Grant,Tara Fitzgerald
Threesome ,1994,10635,738,Andrew Fleming,Josh Charles,Stephen Baldwin
Pretty Woman ,1990,114,739,Garry Marshall,Julia Roberts,Richard Gere
Jane Eyre ,1996,47333,740,Franco Zeffirelli,Anna Paquin,Charlotte Gainsbourg
"Last Supper, The ",1996,12520,741,Stacy Title,Cameron Diaz,Ron Eldard
Ransom ,1996,3595,742,Ron Howard,Mel Gibson,Gary Sinise
"Crow: City of Angels, The ",1996,10546,743,Tim Pope,Vincent Pérez,Mia Kirshner
Michael Collins ,1996,1770,744,Neil Jordan,Liam Neeson,Aidan Quinn
"Ruling Class, The ",1972,30892,745,Peter Medak,Peter O'Toole,Alastair Sim
Real Genius ,1985,14370,746,Martha Coolidge,Val Kilmer,Gabriel Jarret
Benny & Joon ,1993,4104,747,Jeremiah S. Chechik,Johnny Depp,Mary Stuart Masterson
"Saint, The ",1997,10003,748,Phillip Noyce,Val Kilmer,Elisabeth Shue
"MatchMaker, The ",1997,20457,749,Mark Joffe,Janeane Garofalo,David O'Hara
Amistad ,1997,11831,750,Steven Spielberg,Morgan Freeman,Nigel Hawthorne
Tomorrow Never Dies ,1997,714,751,Roger Spottiswoode,Pierce Brosnan,Jonathan Pryce
"Replacement Killers, The ",1998,11702,752,Antoine Fuqua,Chow Yun-Fat,Mira Sorvino
Burnt By the Sun ,1994,50797,753,Nikita Mikhalkov,Nikita Mikhalkov,Oleg Menshikov
Red Corner ,1997,9407,754,Jon Avnet,Richard Gere,Bai Ling
Jumanji ,1995,8844,755,Joe Johnston,Robin Williams,Jonathan Hyde
Father of the Bride Part II ,1995,11862,756,Charles Shyer,Steve Martin,Diane Keaton
Across the Sea of Time ,1995,139405,757,Stephen Low,Peter Reznick,John McDonough
Lawnmower Man 2: Beyond Cyberspace ,1996,11525,758,Farhad Mann,Patrick Bergin,Matt Frewer
Fair Game ,1995,11859,759,Andrew Sipes,William Baldwin,Cindy Crawford
Screamers ,1995,9102,760,Christian Duguay,Peter Weller,Roy Dupuis
Nick of Time ,1995,2086,761,John Badham,Johnny Depp,Courtney Chase
Beautiful Girls ,1996,9283,762,Ted Demme,Timothy Hutton,Matt Dillon
Happy Gilmore ,1996,9614,763,Dennis Dugan,Adam Sandler,Christopher McDonald
If Lucy Fell ,1996,10324,764,Eric Schaeffer,Sarah Jessica Parker,Elle Macpherson
Boomerang ,1992,11066,765,Reginald Hudlin,Eddie Murphy,Robin Givens
Man of the Year ,1996,5757,766,Dirk Shafer,Dirk Shafer,Mary Stein
"Addiction, The ",1995,34996,767,Abel Ferrara,Lili Taylor,Christopher Walken
Casper ,1995,8839,768,Brad Silberling,Christina Ricci,Bill Pullman
Congo ,1995,10329,769,Frank Marshall,Laura Linney,Dylan Walsh
Devil in a Blue Dress ,1995,8512,770,Carl Franklin,Denzel Washington,Tom Sizemore
Johnny Mnemonic ,1995,9886,771,Robert Longo,Keanu Reeves,Dina Meyer
Kids ,1995,9344,772,Larry Clark,Leo Fitzpatrick,Rosario Dawson
Mute Witness ,1994,48787,773,Anthony Waller,Marina Zudina,Fay Ripley
"Prophecy, The ",1995,11980,774,Gregory Widen,Christopher Walken,Elias Koteas
Something to Talk About ,1995,18402,775,Lasse Hallström,Julia Roberts,Dennis Quaid
Three Wishes ,1995,47939,776,Martha Coolidge,Patrick Swayze,Mary Elizabeth Mastrantonio
Castle Freak ,1995,18256,777,Stuart Gordon,Jeffrey Combs,Barbara Crampton
Don Juan DeMarco ,1995,1909,778,Jeremy Leven,Johnny Depp,Marlon Brando
Drop Zone ,1994,4954,779,John Badham,Wesley Snipes,Gary Busey
Dumb & Dumber ,1994,8467,780,Peter Farrelly,Jim Carrey,Jeff Daniels
French Kiss ,1995,397,781,Lawrence Kasdan,Meg Ryan,Kevin Kline
Little Odessa ,1994,47504,782,James Gray,Edward Furlong,Tim Roth
Milk Money ,1994,8986,783,Richard Benjamin,Melanie Griffith,Ed Harris
Beyond Bedlam ,1993,56428,784,Vadim Jean,Elizabeth Hurley,Craig Fairbrass
Only You ,1994,9058,785,Norman Jewison,Marisa Tomei,Robert Downey Jr.
"Perez Family, The ",1995,63020,786,Mira Nair,Marisa Tomei,Alfred Molina
Roommates ,1995,161495,787,Peter Yates,Peter Falk,D. B. Sweeney
Relative Fear ,1994,92769,788,George Mihalka,Darlanne Fluegel,James Brolin
Swimming with Sharks ,1995,20306,789,George Huang,Kevin Spacey,Frank Whaley
Tommy Boy ,1995,11381,790,Peter Segal,Chris Farley,David Spade
"Baby-Sitters Club, The ",1995,48287,791,Melanie Mayron,Schuyler Fisk,Bre Blair
Bullets Over Broadway ,1994,11382,792,Woody Allen,John Cusack,Dianne Wiest
Crooklyn ,1994,34152,793,Spike Lee,Alfre Woodard,Delroy Lindo
It Could Happen to You ,1994,10660,794,Andrew Bergman,Nicolas Cage,Bridget Fonda
Richie Rich ,1994,11011,795,Donald Petrie,Macaulay Culkin,John Larroquette
Speechless ,1994,15128,796,Ron Underwood,Michael Keaton,Geena Davis
Timecop ,1994,8831,797,Peter Hyams,Jean-Claude Van Damme,Mia Sara
Bad Company ,1995,40480,798,Damian Harris,Laurence Fishburne,Ellen Barkin
Boys Life ,1995,38700,799,Adil El Arbi,Will Smith,Martin Lawrence
In the Mouth of Madness ,1995,2654,800,John Carpenter,Sam Neill,Julie Carmen
"Air Up There, The ",1994,46094,801,Paul Michael Glaser,Kevin Bacon,Charles Gitonga Maina
Hard Target ,1993,2019,802,John Woo,Jean-Claude Van Damme,Arnold Vosloo
Heaven & Earth ,1993,31642,803,Oliver Stone,Tommy Lee Jones,Robert John Burke
Jimmy Hollywood ,1994,31643,804,Barry Levinson,Joe Pesci,Christian Slater
Manhattan Murder Mystery ,1993,10440,805,Woody Allen,Woody Allen,Diane Keaton
Menace II Society ,1993,9516,806,Albert Hughes,Tyrin Turner,Larenz Tate
Poetic Justice ,1993,8291,807,John Singleton,Janet Jackson,Tupac Amaru Shakur
"Program, The ",1993,18133,808,David S. Ward,James Caan,Halle Berry
Rising Sun ,1993,7007,809,Philip Kaufman,Sean Connery,Wesley Snipes
"Shadow, The ",1994,8850,810,Russell Mulcahy,Alec Baldwin,John Lone
Thirty-Two Short Films About Glenn Gould ,1993,20967,811,François Girard,Colm Feore,Derek Keurvorst
Andre ,1994,21352,812,George T. Miller,Tina Majorino,Keith Carradine
"Celluloid Closet, The ",1996,32562,813,Rob Epstein,Lily Tomlin,Tony Curtis
"Great Day in Harlem, A ",1994,124472,814,Jean Bach,,
One Fine Day ,1996,7300,815,Michael Hoffman,Michelle Pfeiffer,George Clooney
Candyman: Farewell to the Flesh ,1995,10824,816,Bill Condon,Tony Todd,Kelly Rowan
Frisk ,1996,40926,817,Todd Verow,Michael Gunther,Craig Chester
Girl 6 ,1996,61752,818,Spike Lee,Theresa Randle,Isaiah Washington
Eddie ,1996,11107,819,Steve Rash,Whoopi Goldberg,Frank Langella
Space Jam ,1996,2300,820,Joe Pytka,Michael Jordan,Wayne Knight
Mrs. Winterbourne ,1996,40001,821,Richard Benjamin,Shirley MacLaine,Ricki Lake
Faces ,1968,753,822,John Cassavetes,Gena Rowlands,John Marley
Mulholland Falls ,1996,10990,823,Lee Tamahori,Nick Nolte,Melanie Griffith
"Great White Hype, The ",1996,20759,824,Reginald Hudlin,Samuel L. Jackson,Jeff Goldblum
"Arrival, The ",1996,10547,825,David Twohy,Charlie Sheen,Lindsay Crouse
"Phantom, The ",1996,9826,826,Simon Wincer,Billy Zane,Kristy Swanson
Daylight ,1996,11228,827,Rob Cohen,Sylvester Stallone,Amy Brenneman
Alaska ,1996,36344,828,Fraser Clarke Heston,Thora Birch,Vincent Kartheiser
Fled ,1996,18550,829,Kevin Hooks,Laurence Fishburne,Stephen Baldwin
Power 98 ,1996,109478,830,Jaime Hellman,Eric Roberts,Lisa Thornhill
Escape from L.A. ,1996,10061,831,John Carpenter,Kurt Russell,Stacy Keach
Bogus ,1996,3587,832,Norman Jewison,Whoopi Goldberg,Gérard Depardieu
Bulletproof ,1996,10723,833,Ernest R. Dickerson,Damon Wayans,Adam Sandler
Halloween: The Curse of Michael Myers ,1995,10987,834,Joe Chappelle,Donald Pleasence,Paul Rudd
"Gay Divorcee, The ",1934,28288,835,Mark Sandrich,Fred Astaire,Ginger Rogers
Ninotchka ,1939,1859,836,Ernst Lubitsch,Greta Garbo,Melvyn Douglas
Meet John Doe ,1941,32574,837,Frank Capra,Barbara Stanwyck,Gary Cooper
In the Line of Duty 2 ,1996,27139,838,Dick Lowry,Tim Daly,William O'Leary
Loch Ness ,1995,51043,839,John Henderson,Ted Danson,Joely Richardson
Last Man Standing ,1996,9333,840,Walter Hill,Bruce Willis,Bruce Dern
"Glimmer Man, The ",1996,9625,841,John Gray,Steven Seagal,Keenen Ivory Wayans
Pollyanna ,1960,31102,842,David Swift,Hayley Mills,Jane Wyman
"Shaggy Dog, The ",1959,15944,843,Charles Barton,Fred MacMurray,Jean Hagen
Freeway ,1996,11229,844,Matthew Bright,Kiefer Sutherland,Reese Witherspoon
That Thing You Do! ,1996,9591,845,Tom Hanks,Tom Everett Scott,Johnathon Schaech
To Gillian on Her 37th Birthday ,1996,30500,846,Michael Pressman,Peter Gallagher,Michelle Pfeiffer
Looking for Richard ,1996,42314,847,Al Pacino,Al Pacino,Winona Ryder
"Murder, My Sweet ",1944,1834,848,Edward Dmytryk,Dick Powell,Claire Trevor
Days of Thunder ,1990,2119,849,Tony Scott,Tom Cruise,Robert Duvall
"Perfect Candidate, A ",1996,124837,850,R. J. Cutler,Oliver North,Mark Goodin
Two or Three Things I Know About Her ,1966,8074,851,Jean-Luc Godard,Joseph Gehrard,Marina Vlady
"Bloody Child, The ",1996,124676,852,Nina Menkes,,
Braindead ,1992,763,853,Peter Jackson,Timothy Balme,Diana Peñalver
Bad Taste ,1987,9964,854,Peter Jackson,Terry Potter,Pete O'Herne
Diva ,1981,4485,855,Jean-Jacques Beineix,Frédéric Andréi,Richard Bohringer
Night on Earth ,1991,339,856,Jim Jarmusch,Winona Ryder,Gena Rowlands
Paris Was a Woman ,1996,96288,857,Greta Schiller,Gisèle Freund,Sylvia Beach
Amityville: Dollhouse ,1996,52263,858,Steve White,Robin Thomas,Starr Andreeff
April Fool's Day ,1986,24913,859,Fred Walton,Deborah Foreman,Thomas F. Wilson
"Believers, The ",1987,32076,860,John Schlesinger,Martin Sheen,Helen Shaver
Nosferatu a Venezia ,1986,28198,861,Augusto Caminito,Klaus Kinski,Christopher Plummer
Jingle All the Way ,1996,9279,862,Brian Levant,Arnold Schwarzenegger,Phil Hartman
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) ",1996,4789,863,Vittorio De Sica,Dominique Sanda,Fabio Testi
My Fellow Americans ,1996,17795,864,Peter Segal,Jack Lemmon,James Garner
"Ice Storm, The ",1997,68924,865,Ang Lee,Kevin Kline,Joan Allen
Michael ,1996,2928,866,Nora Ephron,John Travolta,Andie MacDowell
"Whole Wide World, The ",1996,18451,867,Dan Ireland,Vincent D'Onofrio,Renée Zellweger
Hearts and Minds ,1997,42449,868,Peter Davis,Georges Bidault,Clark Clifford
Fools Rush In ,1997,1968,869,Andy Tennant,Matthew Perry,Salma Hayek
Touch ,1997,61563,870,Paul Schrader,LL Cool J,Gina Gershon
Vegas Vacation ,1997,11419,871,Stephen Kessler,Chevy Chase,Beverly D'Angelo
Love Jones ,1997,27322,872,Theodore Witcher,Larenz Tate,Nia Long
Picture Perfect ,1997,9413,873,Glenn Gordon Caron,Jennifer Aniston,Jay Mohr
Career Girls ,1997,49462,874,Mike Leigh,Katrin Cartlidge,Lynda Steadman
She's So Lovely ,1997,38295,875,Nick Cassavetes,Sean Penn,Robin Wright
Money Talks ,1997,9416,876,Brett Ratner,Chris Tucker,Charlie Sheen
Excess Baggage ,1997,26180,877,Marco Brambilla,Alicia Silverstone,Benicio del Toro
That Darn Cat! ,1997,20735,878,Bob Spiers,Christina Ricci,Doug E. Doug
"Peacemaker, The ",1997,6623,879,Mimi Leder,George Clooney,Nicole Kidman
Soul Food ,1997,29461,880,"George Tillman, Jr.",Vivica A. Fox,Nia Long
Money Talks ,1997,9416,881,Brett Ratner,Chris Tucker,Charlie Sheen
Washington Square ,1997,45019,882,Agnieszka Holland,Jennifer Jason Leigh,Albert Finney
Telling Lies in America ,1997,63437,883,Guy Ferland,Kevin Bacon,Brad Renfro
Year of the Horse ,1997,62422,884,Jim Jarmusch,Neil Young,Frank Sampedo
Phantoms ,1998,9827,885,Joe Chappelle,Ben Affleck,Peter O'Toole
"Life Less Ordinary, A ",1997,8067,886,Danny Boyle,Ewan McGregor,Cameron Diaz
Eve's Bayou ,1997,45153,887,Kasi Lemmons,Jurnee Smollett,Meagan Good
One Night Stand ,1997,12616,888,Mike Figgis,Wesley Snipes,Nastassja Kinski
"Tango Lesson, The ",1997,34838,889,Sally Potter,Sally Potter,Morgane Maugran
Mortal Kombat: Annihilation ,1997,9823,890,John R. Leonetti,Robin Shou,Talisa Soto
Bent ,1997,19601,891,Sean Mathias,Clive Owen,Lothaire Bluteau
Flubber ,1997,9574,892,Les Mayfield,Robin Williams,Marcia Gay Harden
For Richer or Poorer ,1997,10371,893,Bryan Spicer,Tim Allen,Kirstie Alley
Home Alone 3 ,1997,9714,894,Raja Gosnell,Alex D. Linz,Olek Krupa
Scream 2 ,1997,4233,895,Wes Craven,Neve Campbell,Courteney Cox
"Sweet Hereafter, The ",1997,10217,896,Atom Egoyan,Ian Holm,Caerthan Banks
Time Tracers ,1995,438108,897,Bret McCormick,Rocky Patterson,Dorenda Moore
"Postman, The ",1997,9922,898,Kevin Costner,Kevin Costner,Will Patton
"Winter Guest, The ",1997,25994,899,Alan Rickman,Emma Thompson,Phyllida Law
Kundun ,1997,9746,900,Martin Scorsese,Tenzin Thuthob Tsarong,Tencho Gyalpo
Mr. Magoo ,1997,9438,901,Stanley Tong,Leslie Nielsen,Kelly Lynch
"Big Lebowski, The ",1997,115,902,Joel Coen,Jeff Bridges,John Goodman
Afterglow ,1997,26941,903,Alan Rudolph,Nick Nolte,Julie Christie
Ma vie en rose (My Life in Pink) ,1997,27103,904,Alain Berliner,Georges Du Fresne,Michèle Laroque
Great Expectations ,1998,9410,905,Alfonso Cuarón,Gwyneth Paltrow,Ethan Hawke
Oscar & Lucinda ,1997,11365,906,Brian Gilbert,Stephen Fry,Jude Law
Vermin ,1997,548312,907,Dorthe Scheffmann,Jennifer Ward-Lealand,Emily Campbell
Half Baked ,1998,9490,908,Tamra Davis,Dave Chappelle,Jim Breuer
Dangerous Beauty ,1998,8583,909,Marshall Herskovitz,Catherine McCormack,Rufus Sewell
Nil By Mouth ,1998,21252,910,Gary Oldman,Ray Winstone,Kathy Burke
Twilight ,1998,26269,911,Robert Benton,Paul Newman,Susan Sarandon
U.S. Marshalls ,1998,-1,912,,,
Love and Death on Long Island ,1998,47452,913,Richard Kwietniowski,John Hurt,Jason Priestley
Wild Things ,1998,617,914,John McNaughton,Matt Dillon,Kevin Bacon
Primary Colors ,1998,9440,915,Mike Nichols,John Travolta,Emma Thompson
Lost in Space ,1998,2157,916,Stephen Hopkins,Gary Oldman,William Hurt
Mercury Rising ,1998,8838,917,Harold Becker,Bruce Willis,Alec Baldwin
City of Angels ,1998,795,918,Brad Silberling,Nicolas Cage,Meg Ryan
"City of Lost Children, The ",1995,902,919,Jean-Pierre Jeunet,Ron Perlman,Dominique Pinon
Two Bits ,1995,40628,920,James Foley,Jerry Barone,Al Pacino
Farewell My Concubine ,1993,10997,921,Chen Kaige,Leslie Cheung,Gong Li
Dead Man ,1996,922,922,Jim Jarmusch,Johnny Depp,Gary Farmer
Raise the Red Lantern ,1991,10404,923,Zhang Yimou,Gong Li,Ma Jing-Wu
White Squall ,1996,10534,924,Ridley Scott,Jeff Bridges,Caroline Goodall
Unforgettable ,1996,2045,925,John Dahl,Ray Liotta,Linda Fiorentino
Down Periscope ,1996,9101,926,David S. Ward,Kelsey Grammer,Lauren Holly
"Flower of My Secret, The (Flor de mi secreto, La) ",1996,4307,927,Pedro Almodóvar,Marisa Paredes,Juan Echanove
"Craft, The ",1996,9100,928,Andrew Fleming,Robin Tunney,Fairuza Balk
Harriet the Spy ,1996,38223,929,Bronwen Hughes,Michelle Trachtenberg,Rosie O'Donnell
Chain Reaction ,1996,12123,930,Andrew Davis,Keanu Reeves,Morgan Freeman
"Island of Dr. Moreau, The ",1996,9306,931,John Frankenheimer,Marlon Brando,Val Kilmer
First Kid ,1996,12559,932,David M. Evans,Sinbad,Brock Pierce
"Funeral, The ",1996,21612,933,Abel Ferrara,Christopher Walken,Chris Penn
"Preacher's Wife, The ",1996,21539,934,Penny Marshall,Denzel Washington,Whitney Houston
Paradise Road ,1997,77223,935,Bruce Beresford,Glenn Close,Frances McDormand
Brassed Off ,1997,9450,936,Mark Herman,Pete Postlethwaite,Tara Fitzgerald
"Thousand Acres, A ",1997,66588,937,Jocelyn Moorhouse,Michelle Pfeiffer,Jessica Lange
"Smile Like Yours, A ",1997,33657,938,Keith Samples,Greg Kinnear,Lauren Holly
Murder in the First ,1995,8438,939,Marc Rocco,Christian Slater,Kevin Bacon
Airheads ,1994,13595,940,Michael Lehmann,Brendan Fraser,Steve Buscemi
With Honors ,1994,16297,941,Alek Keshishian,Joe Pesci,Brendan Fraser
What's Love Got to Do with It ,1993,15765,942,Brian Gibson,Angela Bassett,Laurence Fishburne
Killing Zoe ,1994,507,943,Roger Avary,Eric Stoltz,Julie Delpy
Renaissance Man ,1994,11858,944,Penny Marshall,Danny DeVito,Mark Wahlberg
Charade ,1963,4808,945,Stanley Donen,Cary Grant,Audrey Hepburn
"Fox and the Hound, The ",1981,10948,946,Ted Berman,Mickey Rooney,Kurt Russell
"Big Blue, The (Grand bleu, Le) ",1988,175,947,Luc Besson,Jean-Marc Barr,Jean Reno
Booty Call ,1997,21915,948,Jeff Pollack,Jamie Foxx,Tommy Davidson
How to Make an American Quilt ,1995,11861,949,Jocelyn Moorhouse,Winona Ryder,Anne Bancroft
Georgia ,1995,97406,950,Ulu Grosbard,Jennifer Jason Leigh,Mare Winningham
"Indian in the Cupboard, The ",1995,11359,951,Frank Oz,Hal Scardino,Litefoot
Blue in the Face ,1995,5894,952,Paul Auster,Harvey Keitel,Lou Reed
Unstrung Heroes ,1995,52856,953,Diane Keaton,Andie MacDowell,John Turturro
Unzipped ,1995,77350,954,Douglas Keeve,Isaac Mizrahi,Sandra Bernhard
Before Sunrise ,1995,76,955,Richard Linklater,Ethan Hawke,Julie Delpy
Nobody's Fool ,1994,11593,956,Robert Benton,Paul Newman,Bruce Willis
Pushing Hands ,1992,25296,957,Ang Lee,Sihung Lung,Wang Lai
To Live (Huozhe) ,1994,31439,958,Zhang Yimou,Ge You,Gong Li
Dazed and Confused ,1993,9571,959,Richard Linklater,Jason London,Rory Cochrane
Naked ,1993,21450,960,Mike Leigh,David Thewlis,Lesley Sharp
Orlando ,1993,9300,961,Sally Potter,Tilda Swinton,Billy Zane
Ruby in Paradise ,1993,47889,962,Victor Nunez,Ashley Judd,Todd Field
Some Folks Call It a Sling Blade ,1993,27768,963,George Hickenlooper,Billy Bob Thornton,Molly Ringwald
"Month by the Lake, A ",1995,41007,964,John Irvin,Vanessa Redgrave,Edward Fox
