movie_title,year,movie+title,tmdb_id
8 1/2 ,1963,8+1/2,422
"Fast, Cheap & Out of Control ",1997,"Fast,+Cheap+&+Out+of+Control",25099
Fathers' Day ,1997,Fathers'+Day,12499
Mrs. Dalloway ,1997,Mrs.+Dalloway,38904
Fire Down Below ,1997,Fire+Down+Below,14289
"Lay of the Land, The ",1997,"Lay+of+the+Land,+The",-1
"Shooter, The ",1995,"Shooter,+The",55261
Grumpier Old Men ,1995,Grumpier+Old+Men,15602
Jury Duty ,1995,Jury+Duty,19326
"Beverly Hillbillies, The ",1993,"Beverly+Hillbillies,+The",11041
Lassie ,1994,Lassie,29918
Little Big League ,1994,Little+Big+League,31504
Homeward Bound II: Lost in San Francisco ,1996,Homeward+Bound+II:+Lost+in+San+Francisco,25059
"Quest, The ",1996,"Quest,+The",9103
Cool Runnings ,1993,Cool+Runnings,864
Drop Dead Fred ,1991,Drop+Dead+Fred,10379
Grease 2 ,1982,Grease+2,9037
Switchback ,1997,Switchback,10871
Hamlet ,1997,Hamlet,10549
Two if by Sea ,1996,Two+if+by+Sea,19760
Forget Paris ,1995,Forget+Paris,10525
Just Cause ,1995,Just+Cause,9061
Rent-a-Kid ,1995,Rent-a-Kid,36357
"Paper, The ",1994,"Paper,+The",12280
Fearless ,1993,Fearless,10443
Malice ,1993,Malice,2246
Multiplicity ,1996,Multiplicity,9304
She's the One ,1996,She's+the+One,11363
House Arrest ,1996,House+Arrest,18862
"Ghost and Mrs. Muir, The ",1947,"Ghost+and+Mrs.+Muir,+The",22292
"Associate, The ",1996,"Associate,+The",11112
Dracula: Dead and Loving It ,1995,Dracula:+Dead+and+Loving+It,12110
Now and Then ,1995,Now+and+Then,9263
Mr. Wrong ,1996,Mr.+Wrong,47475
"Simple Twist of Fate, A ",1994,"Simple+Twist+of+Fate,+A",43535
Cronos ,1992,Cronos,-1
"Pallbearer, The ",1996,"Pallbearer,+The",23570
"War, The ",1994,"War,+The",19855
Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,1996,Don't+Be+a+Menace+to+South+Central+While+Drinking+Your+Juice+in+the+Hood,10607
"Adventures of Pinocchio, The ",1996,"Adventures+of+Pinocchio,+The",18975
"Evening Star, The ",1996,"Evening+Star,+The",30285
Four Days in September ,1998,Four+Days+in+September,-1
"Little Princess, A ",1995,"Little+Princess,+A",19101
Crossfire ,1947,Crossfire,28120
Koyaanisqatsi ,1983,Koyaanisqatsi,11314
Balto ,1995,Balto,21032
Bottle Rocket ,1996,Bottle+Rocket,13685
"Star Maker, The (Uomo delle stelle, L') ",1996,"Star+Maker,+The+(Uomo+delle+stelle,+L')",-1
Amateur ,1994,Amateur,30157
Living in Oblivion ,1995,Living+in+Oblivion,9071
Party Girl ,1995,Party+Girl,36196
"Pyromaniac's Love Story, A ",1995,"Pyromaniac's+Love+Story,+A",2307
Shallow Grave ,1994,Shallow+Grave,9905
Reality Bites ,1994,Reality+Bites,2788
"Man of No Importance, A ",1994,"Man+of+No+Importance,+A",52038
"Pagemaster, The ",1994,"Pagemaster,+The",15139
Love and a .45 ,1994,Love+and+a+.45,15477
Oliver & Company ,1988,Oliver+&+Company,12233
Joe's Apartment ,1996,Joe's+Apartment,11962
Celestial Clockwork ,1996,Celestial+Clockwork,-1
Curdled ,1996,Curdled,12241
Female Perversions ,1997,Female+Perversions,-1
Albino Alligator ,1997,Albino+Alligator,8744
Anne Frank Remembered ,1996,Anne+Frank+Remembered,-1
Carried Away ,1996,Carried+Away,36447
It's My Party ,1996,It's+My+Party,33245
Bloodsport 2 ,1996,Bloodsport+2,25087
Double Team ,1997,Double+Team,9405
Speed 2: Cruise Control ,1997,Speed+2:+Cruise+Control,1639
Sliver ,1993,Sliver,867
Pete's Dragon ,1977,Pete's+Dragon,11114
Dear God ,1996,Dear+God,38554
Live Nude Girls ,1996,Live+Nude+Girls,26271
"Thin Line Between Love and Hate, A ",1996,"Thin+Line+Between+Love+and+Hate,+A",28121
High School High ,1996,High+School+High,9308
Commandments ,1997,Commandments,16399
"Hate (Haine, La) ",1996,"Hate+(Haine,+La)",28121
Flirting With Disaster ,1996,Flirting+With+Disaster,2074
"Red Firecracker, Green Firecracker ",1994,"Red+Firecracker,+Green+Firecracker",159185
What Happened Was... ,1994,What+Happened+Was...,83718
Six Degrees of Separation ,1993,Six+Degrees+of+Separation,23210
Two Much ,1996,Two+Much,46029
Trust ,1990,Trust,37291
C'est arrivé près de chez vous ,1992,C'est+arrivé+près+de+chez+vous,-1
Firestorm ,1998,Firestorm,41417
"Newton Boys, The ",1998,"Newton+Boys,+The",42807
Beyond Rangoon ,1995,Beyond+Rangoon,1873
Feast of July ,1995,Feast+of+July,259209
Death and the Maiden ,1994,Death+and+the+Maiden,10531
Tank Girl ,1995,Tank+Girl,9067
Double Happiness ,1996,Double+Happiness,-1
Cobb ,1994,Cobb,29973
Mrs. Parker and the Vicious Circle ,1994,Mrs.+Parker+and+the+Vicious+Circle,23333
Faithful ,1996,Faithful,47502
Twelfth Night ,1996,Twelfth+Night,44705
"Mark of Zorro, The ",1940,"Mark+of+Zorro,+The",32093
Surviving Picasso ,1996,Surviving+Picasso,41843
Up in Smoke ,1978,Up+in+Smoke,11455
Some Kind of Wonderful ,1987,Some+Kind+of+Wonderful,15143
I'm Not Rappaport ,1996,I'm+Not+Rappaport,61536
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ",1996,"Umbrellas+of+Cherbourg,+The+(Parapluies+de+Cherbourg,+Les)",-1
They Made Me a Criminal ,1939,They+Made+Me+a+Criminal,26378
"Last Time I Saw Paris, The ",1954,"Last+Time+I+Saw+Paris,+The",57575
"Farewell to Arms, A ",1932,"Farewell+to+Arms,+A",22649
"Innocents, The ",1961,"Innocents,+The",16372
"Old Man and the Sea, The ",1958,"Old+Man+and+the+Sea,+The",11331
"Truman Show, The ",1998,"Truman+Show,+The",37165
Heidi Fleiss: Hollywood Madam (,1996,Heidi+Fleiss:+Hollywood+Madam+(,63076
Chungking Express ,1996,Chungking+Express,-1
Jupiter's Wife ,1996,Jupiter's+Wife,-1
Safe ,1995,Safe,32646
Feeling Minnesota ,1996,Feeling+Minnesota,12656
Escape to Witch Mountain ,1975,Escape+to+Witch+Mountain,14821
Get on the Bus ,1996,Get+on+the+Bus,49471
"Doors, The ",1991,"Doors,+The",10537
Ghosts of Mississippi ,1996,Ghosts+of+Mississippi,31908
Beautiful Thing ,1996,Beautiful+Thing,10938
Best Men ,1997,Best+Men,19952
Hackers ,1995,Hackers,10428
"Road to Wellville, The ",1994,"Road+to+Wellville,+The",10467
"War Room, The ",1993,"War+Room,+The",26408
When We Were Kings ,1997,When+We+Were+Kings,-1
Hard Eight ,1997,Hard+Eight,-1
"Quiet Room, The ",1997,"Quiet+Room,+The",-1
Blue Chips ,1994,Blue+Chips,19819
Calendar Girl ,1993,Calendar+Girl,117553
My Family ,1995,My+Family,38722
Tom & Viv ,1994,Tom+&+Viv,46797
Walkabout ,1971,Walkabout,36040
Last Dance ,1996,Last+Dance,46063
Original Gangstas ,1996,Original+Gangstas,40507
In Love and War ,1997,In+Love+and+War,110644
Backbeat ,1993,Backbeat,-1
Alphaville ,1965,Alphaville,8072
"Rendezvous in Paris (Rendez-vous de Paris, Les) ",1996,"Rendezvous+in+Paris+(Rendez-vous+de+Paris,+Les)",-1
Cyclo ,1996,Cyclo,38366
"Relic, The ",1997,"Relic,+The",11015
"Fille seule, La (A Single Girl) ",1996,"Fille+seule,+La+(A+Single+Girl)",-1
Stalker ,1979,Stalker,1398
Love! Valour! Compassion! ,1997,Love!+Valour!+Compassion!,64802
Palookaville ,1996,Palookaville,37616
Phat Beach ,1996,Phat+Beach,92381
"Portrait of a Lady, The ",1996,"Portrait+of+a+Lady,+The",36758
Zeus and Roxanne ,1997,Zeus+and+Roxanne,42424
Big Bully ,1996,Big+Bully,36929
Love & Human Remains ,1993,Love+&+Human+Remains,27804
"Sum of Us, The ",1994,"Sum+of+Us,+The",36614
Little Buddha ,1993,Little+Buddha,1689
Fresh ,1994,Fresh,13815
Spanking the Monkey ,1994,Spanking+the+Monkey,17600
Wild Reeds ,1994,Wild+Reeds,26933
"Women, The ",1939,"Women,+The",22490
Bliss ,1997,Bliss,63945
Caught ,1996,Caught,47260
Hugo Pool ,1997,Hugo+Pool,32332
Welcome To Sarajevo ,1997,Welcome+To+Sarajevo,14905
Dunston Checks In ,1996,Dunston+Checks+In,17414
Major Payne ,1994,Major+Payne,-1
Man of the House ,1995,Man+of+the+House,40490
I Love Trouble ,1994,I+Love+Trouble,10879
"Low Down Dirty Shame, A ",1994,"Low+Down+Dirty+Shame,+A",26352
Cops and Robbersons ,1994,Cops+and+Robbersons,26261
"Cowboy Way, The ",1994,"Cowboy+Way,+The",19176
"Endless Summer 2, The ",1994,"Endless+Summer+2,+The",24257
In the Army Now ,1994,In+the+Army+Now,12475
"Inkwell, The ",1994,"Inkwell,+The",59930
Switchblade Sisters ,1975,Switchblade+Sisters,52633
Young Guns II ,1990,Young+Guns+II,9086
Prefontaine ,1997,Prefontaine,26306
That Old Feeling ,1997,That+Old+Feeling,25796
"Letter From Death Row, A ",1998,"Letter+From+Death+Row,+A",43911
"Boys of St. Vincent, The ",1993,"Boys+of+St.+Vincent,+The",-1
Before the Rain (Pred dozhdot) ,1994,Before+the+Rain+(Pred+dozhdot),-1
Once Were Warriors ,1994,Once+Were+Warriors,527
Strawberry and Chocolate (Fresa y chocolate) ,1993,Strawberry+and+Chocolate+(Fresa+y+chocolate),12527
"Savage Nights (Nuits fauves, Les) ",1992,"Savage+Nights+(Nuits+fauves,+Les)",-1
"Family Thing, A ",1996,"Family+Thing,+A",41852
Purple Noon ,1960,Purple+Noon,10363
Cemetery Man (Dellamorte Dellamore) ,1996,Cemetery+Man+(Dellamorte+Dellamore),21588
Kim ,1950,Kim,110465
Marlene Dietrich: Shadow and Light (,1996,Marlene+Dietrich:+Shadow+and+Light+(,-1
"Maybe, Maybe Not (Bewegte Mann, Der) ",1996,"Maybe,+Maybe+Not+(Bewegte+Mann,+Der)",-1
Top Hat ,1935,Top+Hat,3080
To Be or Not to Be ,1942,To+Be+or+Not+to+Be,198
"Secret Agent, The ",1996,"Secret+Agent,+The",47199
Amos & Andrew ,1993,Amos+&+Andrew,31000
Jade ,1995,Jade,11863
Kiss of Death ,1995,Kiss+of+Death,6071
Mixed Nuts ,1994,Mixed+Nuts,24070
Virtuosity ,1995,Virtuosity,9271
Blue Sky ,1994,Blue+Sky,57834
Flesh and Bone ,1993,Flesh+and+Bone,18551
Guilty as Sin ,1993,Guilty+as+Sin,4916
In the Realm of the Senses (Ai no corrida) ,1976,In+the+Realm+of+the+Senses+(Ai+no+corrida),5879
Barb Wire ,1996,Barb+Wire,11867
Kissed ,1997,Kissed,21626
Assassins ,1995,Assassins,9691
Friday ,1995,Friday,10634
"Goofy Movie, A ",1995,"Goofy+Movie,+A",15789
Higher Learning ,1995,Higher+Learning,16295
When a Man Loves a Woman ,1994,When+a+Man+Loves+a+Woman,10449
Judgment Night ,1993,Judgment+Night,6
King of the Hill ,1993,King+of+the+Hill,34024
"Scout, The ",1994,"Scout,+The",35233
Angus ,1995,Angus,25969
Night Falls on Manhattan ,1997,Night+Falls+on+Manhattan,46027
"Awfully Big Adventure, An ",1995,"Awfully+Big+Adventure,+An",22279
Under Siege 2: Dark Territory ,1995,Under+Siege+2:+Dark+Territory,3512
Poison Ivy II ,1995,Poison+Ivy+II,-1
Ready to Wear (Pret-A-Porter) ,1994,Ready+to+Wear+(Pret-A-Porter),3586
Marked for Death ,1990,Marked+for+Death,10173
Madonna: Truth or Dare ,1991,Madonna:+Truth+or+Dare,10174
Nénette et Boni ,1996,Nénette+et+Boni,-1
Chairman of the Board ,1998,Chairman+of+the+Board,31535
"Big Bang Theory, The ",1994,"Big+Bang+Theory,+The",-1
"Other Voices, Other Rooms ",1997,"Other+Voices,+Other+Rooms",-1
Twisted ,1996,Twisted,52537
Full Speed ,1996,Full+Speed,12799
Cutthroat Island ,1995,Cutthroat+Island,1408
Ghost in the Shell (Kokaku kidotai) ,1996,Ghost+in+the+Shell+(Kokaku+kidotai),9323
"Van, The ",1997,"Van,+The",11844
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) ",1991,"Old+Lady+Who+Walked+in+the+Sea,+The+(Vieille+qui+marchait+dans+la+mer,+La)",-1
Night Flier ,1998,Night+Flier,-1
Metro ,1997,Metro,8860
Gridlock'd ,1997,Gridlock'd,12489
Bushwhacked ,1995,Bushwhacked,26258
Bad Girls ,1994,Bad+Girls,11853
Blink ,1994,Blink,26203
For Love or Money ,1993,For+Love+or+Money,9024
Best of the Best 3: No Turning Back ,1995,Best+of+the+Best+3:+No+Turning+Back,36555
A Chef in Love ,1997,A+Chef+in+Love,-1
"Contempt (Mépris, Le) ",1997,"Contempt+(Mépris,+Le)",-1
"Tie That Binds, The ",1995,"Tie+That+Binds,+The",79593
Gone Fishin' ,1997,Gone+Fishin',9054
Broken English ,1997,Broken+English,124680
"Designated Mourner, The ",1997,"Designated+Mourner,+The",125021
"Designated Mourner, The ",1997,"Designated+Mourner,+The",125021
Trial and Error ,1997,Trial+and+Error,17770
Pie in the Sky ,1996,Pie+in+the+Sky,110972
Total Eclipse ,1995,Total+Eclipse,36834
"Run of the Country, The ",1995,"Run+of+the+Country,+The",221917
Walking and Talking ,1996,Walking+and+Talking,49963
Foxfire ,1996,Foxfire,18555
Nothing to Lose ,1996,Nothing+to+Lose,-1
Star Maps ,1997,Star+Maps,108401
Bread and Chocolate (Pane e cioccolata) ,1973,Bread+and+Chocolate+(Pane+e+cioccolata),-1
Clockers ,1995,Clockers,20649
Bitter Moon ,1992,Bitter+Moon,10497
Love in the Afternoon ,1957,Love+in+the+Afternoon,18299
Life with Mikey ,1993,Life+with+Mikey,42580
North ,1994,North,31586
Talking About Sex ,1994,Talking+About+Sex,-1
Color of Night ,1994,Color+of+Night,2124
Robocop 3 ,1993,Robocop+3,5550
Killer (Bulletproof Heart) ,1994,Killer+(Bulletproof+Heart),-1
Sunset Park ,1996,Sunset+Park,29649
Set It Off ,1996,Set+It+Off,9400
Selena ,1997,Selena,16052
Wild America ,1997,Wild+America,38225
Gang Related ,1997,Gang+Related,14398
Manny & Lo ,1996,Manny+&+Lo,88224
"Grass Harp, The ",1996,"Grass+Harp,+The",46732
Out to Sea ,1997,Out+to+Sea,18080
Before and After ,1996,Before+and+After,43566
Princess Caraboo ,1994,Princess+Caraboo,37345
Shall We Dance? ,1937,Shall+We+Dance?,31530
Ed ,1996,Ed,32308
Denise Calls Up ,1996,Denise+Calls+Up,-1
Jack and Sarah ,1996,Jack+and+Sarah,-1
Country Life ,1994,Country+Life,124460
Celtic Pride ,1996,Celtic+Pride,23449
"Simple Wish, A ",1997,"Simple+Wish,+A",17834
Star Kid ,1998,Star+Kid,54007
Ayn Rand: A Sense of Life ,1998,Ayn+Rand:+A+Sense+of+Life,49645
Kicked in the Head ,1997,Kicked+in+the+Head,56651
Indian Summer ,1996,Indian+Summer,172545
Love Affair ,1994,Love+Affair,43742
"Band Wagon, The ",1953,"Band+Wagon,+The",29376
Penny Serenade ,1941,Penny+Serenade,43795
'Til There Was You ,1997,'Til+There+Was+You,32872
Stripes ,1981,Stripes,10890
Late Bloomers ,1997,Late+Bloomers,-1
"Getaway, The ",1994,"Getaway,+The",2087
New York Cop ,1996,New+York+Cop,-1
National Lampoon's Senior Trip ,1995,National+Lampoon's+Senior+Trip,27993
Delta of Venus ,1994,Delta+of+Venus,-1
Carmen Miranda: Bananas Is My Business ,1994,Carmen+Miranda:+Bananas+Is+My+Business,-1
Babyfever ,1994,Babyfever,188589
"Very Natural Thing, A ",1974,"Very+Natural+Thing,+A",44495
"Walk in the Sun, A ",1945,"Walk+in+the+Sun,+A",43488
Waiting to Exhale ,1996,Waiting+to+Exhale,31357
"Pompatus of Love, The ",1996,"Pompatus+of+Love,+The",85328
Palmetto ,1998,Palmetto,30949
Surviving the Game ,1994,Surviving+the+Game,17585
Inventing the Abbotts ,1997,Inventing+the+Abbotts,12723
"Horse Whisperer, The ",1997,"Horse+Whisperer,+The",-1
"Journey of August King, The ",1996,"Journey+of+August+King,+The",-1
Catwalk ,1996,Catwalk,89333
"Neon Bible, The ",1996,"Neon+Bible,+The",-1
Homage ,1996,Homage,-1
Open Season ,1996,Open+Season,203119
Metisse (Café au Lait) ,1993,Metisse+(Café+au+Lait),-1
"Wooden Man's Bride, The (Wu Kui) ",1994,"Wooden+Man's+Bride,+The+(Wu+Kui)",-1
Loaded ,1996,Loaded,54850
August ,1996,August,161070
Boys ,1996,Boys,43634
Captives ,1994,Captives,37667
Of Love and Shadows ,1996,Of+Love+and+Shadows,-1
"Low Life, The ",1996,"Low+Life,+The",-1
An Unforgettable Summer ,1994,An+Unforgettable+Summer,81949
"Last Klezmer: Leopold Kozlowski, His Life and Music, The ",1995,"Last+Klezmer:+Leopold+Kozlowski,+His+Life+and+Music,+The",-1
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) ,1993,My+Life+and+Times+With+Antonin+Artaud+(En+compagnie+d'Antonin+Artaud),-1
Midnight Dancers (Sibak) ,1994,Midnight+Dancers+(Sibak),-1
Somebody to Love ,1996,Somebody+to+Love,-1
American Buffalo ,1996,American+Buffalo,31546
Kazaam ,1996,Kazaam,11511
Larger Than Life ,1996,Larger+Than+Life,34170
Two Deaths ,1996,Two+Deaths,-1
Stefano Quantestorie ,1993,Stefano+Quantestorie,69895
"Crude Oasis, The ",1995,"Crude+Oasis,+The",525936
Hedd Wyn ,1992,Hedd+Wyn,151489
"Convent, The (Convento, O) ",1996,"Convent,+The+(Convento,+O)",-1
Lotto Land ,1995,Lotto+Land,124619
"Story of Xinghua, The ",1993,"Story+of+Xinghua,+The",-1
"Day the Sun Turned Cold, The (Tianguo niezi) ",1994,"Day+the+Sun+Turned+Cold,+The+(Tianguo+niezi)",-1
Dingo ,1992,Dingo,368995
"Ballad of Narayama, The (Narayama Bushiko) ",1958,"Ballad+of+Narayama,+The+(Narayama+Bushiko)",116690
Every Other Weekend ,1990,Every+Other+Weekend,213917
Mille bolle blu ,1993,Mille+bolle+blu,145925
Crows and Sparrows ,1949,Crows+and+Sparrows,100914
Lover's Knot ,1996,Lover's+Knot,241058
Shadow of Angels (Schatten der Engel) ,1976,Shadow+of+Angels+(Schatten+der+Engel),-1
1-900 ,1994,1-900,101230
Venice/Venice ,1992,Venice/Venice,-1
Infinity ,1996,Infinity,2033
Ed's Next Move ,1996,Ed's+Next+Move,161806
For the Moment ,1994,For+the+Moment,-1
The Deadly Cure ,1996,The+Deadly+Cure,-1
Boys in Venice ,1996,Boys+in+Venice,-1
"Sexual Life of the Belgians, The ",1994,"Sexual+Life+of+the+Belgians,+The",116356
"Search for One-eye Jimmy, The ",1996,"Search+for+One-eye+Jimmy,+The",67365
American Strays ,1996,American+Strays,136311
"Leopard Son, The ",1996,"Leopard+Son,+The",17642
Bird of Prey ,1996,Bird+of+Prey,-1
Johnny 100 Pesos ,1993,Johnny+100+Pesos,49688
JLG/JLG - autoportrait de décembre ,1994,JLG/JLG+-+autoportrait+de+décembre,-1
Faust ,1994,Faust,18919
Mina Tannenbaum ,1994,Mina+Tannenbaum,86369
"Forbidden Christ, The (Cristo proibito, Il) ",1950,"Forbidden+Christ,+The+(Cristo+proibito,+Il)",-1
I Can't Sleep (J'ai pas sommeil) ,1994,I+Can't+Sleep+(J'ai+pas+sommeil),-1
"Machine, The ",1994,"Machine,+The",41651
"Stranger, The ",1994,"Stranger,+The",449599
Good Morning ,1971,Good+Morning,243351
Falling in Love Again ,1980,Falling+in+Love+Again,66597
"Cement Garden, The ",1993,"Cement+Garden,+The",14832
Meet Wally Sparks ,1997,Meet+Wally+Sparks,40506
Hotel de Love ,1997,Hotel+de+Love,58911
Rhyme & Reason ,1997,Rhyme+&+Reason,90928
Love and Other Catastrophes ,1997,Love+and+Other+Catastrophes,76996
Hollow Reed ,1997,Hollow+Reed,-1
Losing Chase ,1996,Losing+Chase,109614
"Bonheur, Le ",1997,"Bonheur,+Le",-1
"Second Jungle Book: Mowgli & Baloo, The ",1997,"Second+Jungle+Book:+Mowgli+&+Baloo,+The",50850
Squeeze ,1997,Squeeze,49235
Roseanna's Grave (For Roseanna) ,1997,Roseanna's+Grave+(For+Roseanna),-1
Tetsuo II: Body Hammer ,1997,Tetsuo+II:+Body+Hammer,-1
Fall ,1997,Fall,37567
Gabbeh ,1997,Gabbeh,43771
Mondo ,1997,Mondo,479037
"Innocent Sleep, The ",1997,"Innocent+Sleep,+The",-1
For Ever Mozart ,1997,For+Ever+Mozart,-1
"Locusts, The ",1997,"Locusts,+The",75250
Stag ,1997,Stag,36434
Swept from the Sea ,1997,Swept+from+the+Sea,-1
Hurricane Streets ,1998,Hurricane+Streets,-1
Stonewall ,1996,Stonewall,-1
Of Human Bondage ,1934,Of+Human+Bondage,43905
Anna ,1996,Anna,268135
Stranger in the House ,1997,Stranger+in+the+House,191874
Picture Bride ,1995,Picture+Bride,30304
M. Butterfly ,1993,M.+Butterfly,1413
"Ciao, Professore! ",1993,"Ciao,+Professore!",-1
Caro Diario (Dear Diary) ,1994,Caro+Diario+(Dear+Diary),-1
Withnail and I ,1987,Withnail+and+I,13446
Boy's Life 2 ,1997,Boy's+Life+2,-1
When Night Is Falling ,1995,When+Night+Is+Falling,8391
"Specialist, The ",1994,"Specialist,+The",2636
Gordy ,1995,Gordy,47867
"Swan Princess, The ",1994,"Swan+Princess,+The",22586
Harlem ,1993,Harlem,-1
Barbarella ,1968,Barbarella,8069
Land Before Time III: The Time of the Great Giving (199,1995,Land+Before+Time+III:+The+Time+of+the+Great+Giving+(199,-1
Street Fighter ,1994,Street+Fighter,11667
Coldblooded ,1995,Coldblooded,32502
"Next Karate Kid, The ",1994,"Next+Karate+Kid,+The",11231
No Escape ,1994,No+Escape,10447
"Turning, The ",1997,"Turning,+The",-1
"Joy Luck Club, The ",1993,"Joy+Luck+Club,+The",19931
Highlander III: The Sorcerer ,1994,Highlander+III:+The+Sorcerer,8011
Gilligan's Island: The Movie ,1997,Gilligan's+Island:+The+Movie,-1
My Crazy Life (Mi vida loca) ,1993,My+Crazy+Life+(Mi+vida+loca),-1
Suture ,1993,Suture,87078
"Walking Dead, The ",1995,"Walking+Dead,+The",95963
I Like It Like That ,1994,I+Like+It+Like+That,48992
I'll Do Anything ,1994,I'll+Do+Anything,106143
Grace of My Heart ,1996,Grace+of+My+Heart,58985
Drunks ,1996,Drunks,-1
SubUrbia ,1997,SubUrbia,28059
Sliding Doors ,1998,Sliding+Doors,10215
Ill Gotten Gains ,1997,Ill+Gotten+Gains,102406
Legal Deceit ,1997,Legal+Deceit,531591
"Mighty, The ",1998,"Mighty,+The",9821
Men of Means ,1997,Men+of+Means,-1
Shooting Fish ,1998,Shooting+Fish,25719
"Steal Big, Steal Little ",1995,"Steal+Big,+Steal+Little",78406
Mr. Jones ,1993,Mr.+Jones,2625
House Party 3 ,1994,House+Party+3,16097
Panther ,1995,Panther,41478
Jason's Lyric ,1994,Jason's+Lyric,22067
Above the Rim ,1994,Above+the+Rim,19092
Moonlight and Valentino ,1995,Moonlight+and+Valentino,68274
"Scarlet Letter, The ",1995,"Scarlet+Letter,+The",10533
8 Seconds ,1994,8+Seconds,18069
That Darn Cat! ,1965,That+Darn+Cat!,20723
Ladybird Ladybird ,1994,Ladybird+Ladybird,49980
"Bye Bye, Love ",1995,"Bye+Bye,+Love",30528
Century ,1993,Century,261246
My Favorite Season ,1996,My+Favorite+Season,52873
Pather Panchali ,1996,Pather+Panchali,-1
Golden Earrings ,1947,Golden+Earrings,121357
Foreign Correspondent ,1940,Foreign+Correspondent,25670
Lady of Burlesque ,1943,Lady+of+Burlesque,50001
Angel on My Shoulder ,1946,Angel+on+My+Shoulder,22688
Angel and the Badman ,1947,Angel+and+the+Badman,22356
"Outlaw, The ",1943,"Outlaw,+The",22613
Beat the Devil ,1954,Beat+the+Devil,-1
Love Is All There Is ,1996,Love+Is+All+There+Is,55058
"Damsel in Distress, A ",1937,"Damsel+in+Distress,+A",66473
Madame Butterfly ,1996,Madame+Butterfly,-1
Sleepover ,1996,Sleepover,-1
Here Comes Cookie ,1935,Here+Comes+Cookie,218713
"Thieves (Voleurs, Les) ",1996,"Thieves+(Voleurs,+Les)",-1
"Boys, Les ",1997,"Boys,+Les",42832
"Stars Fell on Henrietta, The ",1995,"Stars+Fell+on+Henrietta,+The",139408
Last Summer in the Hamptons ,1995,Last+Summer+in+the+Hamptons,188588
Margaret's Museum ,1995,Margaret's+Museum,71754
"Saint of Fort Washington, The ",1993,"Saint+of+Fort+Washington,+The",56583
"Cure, The ",1995,"Cure,+The",6715
Tom and Huck ,1995,Tom+and+Huck,45325
Gumby: The Movie ,1995,Gumby:+The+Movie,43475
Hideaway ,1995,Hideaway,27303
"Visitors, The (Visiteurs, Les) ",1996,"Visitors,+The+(Visiteurs,+Les)",-1
"Little Princess, The ",1939,"Little+Princess,+The",26531
Nina Takes a Lover ,1994,Nina+Takes+a+Lover,-1
Bhaji on the Beach ,1993,Bhaji+on+the+Beach,-1
Raw Deal ,1948,Raw+Deal,26167
Nightwatch ,1997,Nightwatch,2212
Dead Presidents ,1995,Dead+Presidents,11443
Reckless ,1995,Reckless,58372
Herbie Rides Again ,1974,Herbie+Rides+Again,10869
S.F.W. ,1994,S.F.W.,29444
"Gate of Heavenly Peace, The ",1996,"Gate+of+Heavenly+Peace,+The",-1
"Man in the Iron Mask, The ",1998,"Man+in+the+Iron+Mask,+The",9313
"Jerky Boys, The ",1994,"Jerky+Boys,+The",-1
"Colonel Chabert, Le ",1994,"Colonel+Chabert,+Le",41580
Girl in the Cadillac ,1995,Girl+in+the+Cadillac,278939
Even Cowgirls Get the Blues ,1993,Even+Cowgirls+Get+the+Blues,34444
Germinal ,1993,Germinal,51980
Chasers ,1994,Chasers,24405
Fausto ,1993,Fausto,349394
Tough and Deadly ,1995,Tough+and+Deadly,80350
Window to Paris ,1994,Window+to+Paris,41043
"Modern Affair, A ",1996,"Modern+Affair,+A",123505
"Mostro, Il ",1996,"Mostro,+Il",-1
Flirt ,1996,Flirt,2074
Carpool ,1996,Carpool,23945
"Line King: Al Hirschfeld, The ",1996,"Line+King:+Al+Hirschfeld,+The",124829
Farmer & Chase ,1997,Farmer+&+Chase,65753
Grosse Fatigue ,1994,Grosse+Fatigue,64567
Santa with Muscles ,1996,Santa+with+Muscles,31388
Prisoner of the Mountains (Kavkazsky Plennik) ,1997,Prisoner+of+the+Mountains+(Kavkazsky+Plennik),-1
Naked in New York ,1994,Naked+in+New+York,11800
Gold Diggers: The Secret of Bear Mountain ,1995,Gold+Diggers:+The+Secret+of+Bear+Mountain,35645
"Bewegte Mann, Der ",1996,"Bewegte+Mann,+Der",-1
Killer: A Journal of Murder ,1996,Killer:+A+Journal+of+Murder,59569
Nelly & Monsieur Arnaud ,1996,Nelly+&+Monsieur+Arnaud,12652
Three Lives and Only One Death ,1996,Three+Lives+and+Only+One+Death,55049
"Babysitter, The ",1995,"Babysitter,+The",37141
Getting Even with Dad ,1994,Getting+Even+with+Dad,41579
Mad Dog Time ,1996,Mad+Dog+Time,66034
Children of the Revolution ,1997,Children+of+the+Revolution,9977
"World of Apu, The (Apur Sansar) ",1996,"World+of+Apu,+The+(Apur+Sansar)",-1
Sprung ,1997,Sprung,60082
Dream With the Fishes ,1997,Dream+With+the+Fishes,47686
Wings of Courage ,1995,Wings+of+Courage,-1
"Wedding Gift, The ",1994,"Wedding+Gift,+The",53185
Race the Sun ,1996,Race+the+Sun,55731
Losing Isaiah ,1995,Losing+Isaiah,28313
